epoch,lr-CustomAdam/pg1,lr-CustomAdam/pg2,mean_optimizer_step_time_ms,step,train_acc,train_loss,val_acc,val_loss
,0.0005,0.0005,,49,,,,
0,,,,49,0.654296875,-0.5256270170211792,,
,0.0005,0.0005,,99,,,,
0,,,,99,0.650390625,-0.6066842079162598,,
0,,,,107,,,0.6672000288963318,-0.6237820386886597
0,,,5.996673107147217,107,,,,
,0.0005,0.0005,,149,,,,
1,,,,149,0.623046875,-0.5970441699028015,,
,0.0005,0.0005,,199,,,,
1,,,,199,0.70703125,-0.6678450703620911,,
1,,,,215,,,0.7411999702453613,-0.6998719573020935
1,,,4.320222854614258,215,,,,
,0.0005,0.0005,,249,,,,
2,,,,249,0.744140625,-0.7134135961532593,,
,0.0005,0.0005,,299,,,,
2,,,,299,0.767578125,-0.7516858577728271,,
2,,,,323,,,0.7644000053405762,-0.7431703805923462
2,,,5.667963027954102,323,,,,
,0.0005,0.0005,,349,,,,
3,,,,349,0.7578125,-0.7445782423019409,,
,0.0005,0.0005,,399,,,,
3,,,,399,0.744140625,-0.7222229242324829,,
3,,,,431,,,0.7703999876976013,-0.7540991902351379
3,,,6.309593200683594,431,,,,
,0.0005,0.0005,,449,,,,
4,,,,449,0.787109375,-0.7718993425369263,,
,0.0005,0.0005,,499,,,,
4,,,,499,0.751953125,-0.7324948310852051,,
4,,,,539,,,0.7748000025749207,-0.7605313658714294
4,,,7.687661647796631,539,,,,
,0.0005,0.0005,,549,,,,
5,,,,549,0.794921875,-0.7825712561607361,,
,0.0005,0.0005,,599,,,,
5,,,,599,0.783203125,-0.7698103189468384,,
5,,,,647,,,0.8363999724388123,-0.8013851046562195
5,,,4.267268180847168,647,,,,
,0.0005,0.0005,,649,,,,
6,,,,649,0.849609375,-0.81086665391922,,
,0.0005,0.0005,,699,,,,
6,,,,699,0.85546875,-0.8276007771492004,,
,0.0005,0.0005,,749,,,,
6,,,,749,0.85546875,-0.8360563516616821,,
6,,,,755,,,0.8511999845504761,-0.8328983187675476
6,,,7.375858783721924,755,,,,
,0.0005,0.0005,,799,,,,
7,,,,799,0.84375,-0.8384100198745728,,
,0.0005,0.0005,,849,,,,
7,,,,849,0.833984375,-0.8182007074356079,,
7,,,,863,,,0.8546000123023987,-0.8406347632408142
7,,,3.497912883758545,863,,,,
,0.0005,0.0005,,899,,,,
8,,,,899,0.853515625,-0.8363503813743591,,
,0.0005,0.0005,,949,,,,
8,,,,949,0.84375,-0.8307101726531982,,
8,,,,971,,,0.8592000007629395,-0.84527587890625
8,,,5.062882423400879,971,,,,
,0.0005,0.0005,,999,,,,
9,,,,999,0.865234375,-0.8522279262542725,,
,0.0005,0.0005,,1049,,,,
9,,,,1049,0.84765625,-0.8360518217086792,,
9,,,,1079,,,0.8615999817848206,-0.8485423922538757
9,,,3.1743366718292236,1079,,,,
,0.0005,0.0005,,1099,,,,
10,,,,1099,0.876953125,-0.8640366196632385,,
,0.0005,0.0005,,1149,,,,
10,,,,1149,0.845703125,-0.8347181081771851,,
10,,,,1187,,,0.8632000088691711,-0.8510364294052124
10,,,7.061147212982178,1187,,,,
,0.0005,0.0005,,1199,,,,
11,,,,1199,0.86328125,-0.8561570644378662,,
,0.0005,0.0005,,1249,,,,
11,,,,1249,0.875,-0.8646815419197083,,
11,,,,1295,,,0.8651999831199646,-0.8541343808174133
11,,,5.131174564361572,1295,,,,
,0.0005,0.0005,,1299,,,,
12,,,,1299,0.8828125,-0.8695076704025269,,
,0.0005,0.0005,,1349,,,,
12,,,,1349,0.873046875,-0.8650476336479187,,
,0.0005,0.0005,,1399,,,,
12,,,,1399,0.876953125,-0.8647249937057495,,
12,,,,1403,,,0.8658000230789185,-0.8562259078025818
12,,,4.913431167602539,1403,,,,
,0.0005,0.0005,,1449,,,,
13,,,,1449,0.859375,-0.8483544588088989,,
,0.0005,0.0005,,1499,,,,
13,,,,1499,0.845703125,-0.8380177021026611,,
13,,,,1511,,,0.8672000169754028,-0.8581261038780212
13,,,5.520294666290283,1511,,,,
,0.0005,0.0005,,1549,,,,
14,,,,1549,0.884765625,-0.8766327500343323,,
,0.0005,0.0005,,1599,,,,
14,,,,1599,0.916015625,-0.8966055512428284,,
14,,,,1619,,,0.9412000179290771,-0.9188709855079651
14,,,7.847002983093262,1619,,,,
,0.0005,0.0005,,1649,,,,
15,,,,1649,0.955078125,-0.9372590184211731,,
,0.0005,0.0005,,1699,,,,
15,,,,1699,0.9765625,-0.9568613767623901,,
15,,,,1727,,,0.954800009727478,-0.940396785736084
15,,,6.590467929840088,1727,,,,
,0.0005,0.0005,,1749,,,,
16,,,,1749,0.9609375,-0.9472492337226868,,
,0.0005,0.0005,,1799,,,,
16,,,,1799,0.958984375,-0.9505330324172974,,
16,,,,1835,,,0.9575999975204468,-0.9448274374008179
16,,,7.907310485839844,1835,,,,
,0.0005,0.0005,,1849,,,,
17,,,,1849,0.95703125,-0.9479741454124451,,
,0.0005,0.0005,,1899,,,,
17,,,,1899,0.96484375,-0.9530630707740784,,
17,,,,1943,,,0.9606000185012817,-0.9476146697998047
17,,,3.804435968399048,1943,,,,
,0.0005,0.0005,,1949,,,,
18,,,,1949,0.951171875,-0.9466931223869324,,
,0.0005,0.0005,,1999,,,,
18,,,,1999,0.96484375,-0.9571564197540283,,
18,,,6.042809009552002,1999,,,,
