epoch,lr-CustomAdam/pg1,lr-CustomAdam/pg2,mean_optimizer_step_time_ms,step,train_acc,train_loss,val_acc,val_loss
,0.02,0.02,,49,,,,
0,,,,49,0.642578125,-0.6346877813339233,,
,0.02,0.02,,99,,,,
0,,,,99,0.66015625,-0.6529316306114197,,
0,,,,107,,,0.6868000030517578,-0.6822080016136169
0,,,7.445674419403076,107,,,,
,0.02,0.02,,149,,,,
1,,,,149,0.69140625,-0.6850337982177734,,
,0.02,0.02,,199,,,,
1,,,,199,0.6953125,-0.6903361082077026,,
1,,,,215,,,0.6913999915122986,-0.6864883303642273
1,,,6.511557102203369,215,,,,
,0.02,0.02,,249,,,,
2,,,,249,0.7265625,-0.711912989616394,,
,0.02,0.02,,299,,,,
2,,,,299,0.826171875,-0.8256948590278625,,
2,,,,323,,,0.8442000150680542,-0.8362518548965454
2,,,5.046282768249512,323,,,,
,0.02,0.02,,349,,,,
3,,,,349,0.87890625,-0.869155764579773,,
,0.02,0.02,,399,,,,
3,,,,399,0.873046875,-0.8693536520004272,,
3,,,,431,,,0.8582000136375427,-0.8517419099807739
3,,,7.0580034255981445,431,,,,
,0.02,0.02,,449,,,,
4,,,,449,0.857421875,-0.849949836730957,,
,0.02,0.02,,499,,,,
4,,,,499,0.84765625,-0.8468513488769531,,
4,,,,539,,,0.9437999725341797,-0.9361737370491028
4,,,6.515415191650391,539,,,,
,0.02,0.02,,549,,,,
5,,,,549,0.939453125,-0.9317179918289185,,
,0.02,0.02,,599,,,,
5,,,,599,0.955078125,-0.945976734161377,,
5,,,,647,,,0.9498000144958496,-0.9440585970878601
5,,,5.839876651763916,647,,,,
,0.02,0.02,,649,,,,
6,,,,649,0.966796875,-0.9592893719673157,,
,0.02,0.02,,699,,,,
6,,,,699,0.94921875,-0.9410116076469421,,
,0.02,0.02,,749,,,,
6,,,,749,0.943359375,-0.9418964982032776,,
6,,,,755,,,0.949400007724762,-0.9439907073974609
6,,,4.965701580047607,755,,,,
,0.02,0.02,,799,,,,
7,,,,799,0.95703125,-0.9523417949676514,,
,0.02,0.02,,849,,,,
7,,,,849,0.95703125,-0.9513114094734192,,
7,,,,863,,,0.9517999887466431,-0.9485526084899902
7,,,5.662835597991943,863,,,,
,0.02,0.02,,899,,,,
8,,,,899,0.9375,-0.9348103404045105,,
,0.02,0.02,,949,,,,
8,,,,949,0.9609375,-0.9602063894271851,,
8,,,,971,,,0.9509999752044678,-0.9459875822067261
8,,,7.65962028503418,971,,,,
,0.02,0.02,,999,,,,
9,,,,999,0.955078125,-0.9522793889045715,,
,0.02,0.02,,1049,,,,
9,,,,1049,0.962890625,-0.9575164318084717,,
9,,,,1079,,,0.9545999765396118,-0.9507809281349182
9,,,3.9697113037109375,1079,,,,
,0.02,0.02,,1099,,,,
10,,,,1099,0.96484375,-0.9584301710128784,,
,0.02,0.02,,1149,,,,
10,,,,1149,0.958984375,-0.9517914056777954,,
10,,,,1187,,,0.954200029373169,-0.9517347812652588
10,,,6.839363098144531,1187,,,,
,0.02,0.02,,1199,,,,
11,,,,1199,0.96484375,-0.9616561532020569,,
,0.02,0.02,,1249,,,,
11,,,,1249,0.966796875,-0.962744414806366,,
11,,,,1295,,,0.9544000029563904,-0.9501969814300537
11,,,5.655508995056152,1295,,,,
,0.02,0.02,,1299,,,,
12,,,,1299,0.95703125,-0.9542611837387085,,
,0.02,0.02,,1349,,,,
12,,,,1349,0.947265625,-0.947637677192688,,
,0.02,0.02,,1399,,,,
12,,,,1399,0.951171875,-0.9488657116889954,,
12,,,,1403,,,0.9557999968528748,-0.9525476694107056
12,,,7.369161605834961,1403,,,,
,0.02,0.02,,1449,,,,
13,,,,1449,0.9609375,-0.9588374495506287,,
,0.02,0.02,,1499,,,,
13,,,,1499,0.958984375,-0.9547751545906067,,
13,,,,1511,,,0.9585999846458435,-0.9546392560005188
13,,,4.851902961730957,1511,,,,
,0.02,0.02,,1549,,,,
14,,,,1549,0.953125,-0.9552594423294067,,
,0.02,0.02,,1599,,,,
14,,,,1599,0.9609375,-0.9555552005767822,,
14,,,,1619,,,0.954800009727478,-0.9527406096458435
14,,,5.262908458709717,1619,,,,
,0.02,0.02,,1649,,,,
15,,,,1649,0.95703125,-0.9515881538391113,,
,0.02,0.02,,1699,,,,
15,,,,1699,0.9375,-0.941770076751709,,
15,,,,1727,,,0.9574000239372253,-0.9549469947814941
15,,,6.123528003692627,1727,,,,
,0.02,0.02,,1749,,,,
16,,,,1749,0.9453125,-0.9449008107185364,,
,0.02,0.02,,1799,,,,
16,,,,1799,0.96875,-0.9660946130752563,,
16,,,,1835,,,0.9570000171661377,-0.9552847743034363
16,,,3.9442102909088135,1835,,,,
,0.02,0.02,,1849,,,,
17,,,,1849,0.95703125,-0.95667564868927,,
,0.02,0.02,,1899,,,,
17,,,,1899,0.966796875,-0.9656621217727661,,
17,,,,1943,,,0.9577999711036682,-0.9556902050971985
17,,,8.002774238586426,1943,,,,
,0.02,0.02,,1949,,,,
18,,,,1949,0.9609375,-0.9596845507621765,,
,0.02,0.02,,1999,,,,
18,,,,1999,0.955078125,-0.9504420161247253,,
18,,,5.969813346862793,1999,,,,
