epoch,lr-FloraAdam/pg1,lr-FloraAdam/pg2,mean_optimizer_step_time_ms,step,train_acc,train_loss,val_acc,val_loss
,0.01,0.01,,49,,,,
0,,,,49,0.697265625,-0.6886419653892517,,
,0.01,0.01,,99,,,,
0,,,,99,0.658203125,-0.64927738904953,,
0,,,,107,,,0.6880000233650208,-0.6793755888938904
0,,,5.386568069458008,107,,,,
,0.01,0.01,,149,,,,
1,,,,149,0.693359375,-0.6846120357513428,,
,0.01,0.01,,199,,,,
1,,,,199,0.65625,-0.6522700786590576,,
1,,,,215,,,0.692799985408783,-0.6853410601615906
1,,,6.284255027770996,215,,,,
,0.01,0.01,,249,,,,
2,,,,249,0.763671875,-0.7482365369796753,,
,0.01,0.01,,299,,,,
2,,,,299,0.767578125,-0.7606207132339478,,
2,,,,323,,,0.7519999742507935,-0.7422325015068054
2,,,8.242205619812012,323,,,,
,0.01,0.01,,349,,,,
3,,,,349,0.8203125,-0.8104519844055176,,
,0.01,0.01,,399,,,,
3,,,,399,0.837890625,-0.8233893513679504,,
3,,,,431,,,0.8306000232696533,-0.8189719319343567
3,,,7.733067512512207,431,,,,
,0.01,0.01,,449,,,,
4,,,,449,0.841796875,-0.8380744457244873,,
,0.01,0.01,,499,,,,
4,,,,499,0.83984375,-0.8340814113616943,,
4,,,,539,,,0.8352000117301941,-0.8265330791473389
4,,,8.276392936706543,539,,,,
,0.01,0.01,,549,,,,
5,,,,549,0.83984375,-0.8263359665870667,,
,0.01,0.01,,599,,,,
5,,,,599,0.8359375,-0.8288240432739258,,
5,,,,647,,,0.8381999731063843,-0.8287743330001831
5,,,8.572402954101562,647,,,,
,0.01,0.01,,649,,,,
6,,,,649,0.841796875,-0.834520697593689,,
,0.01,0.01,,699,,,,
6,,,,699,0.912109375,-0.9077829122543335,,
,0.01,0.01,,749,,,,
6,,,,749,0.869140625,-0.8593442440032959,,
6,,,,755,,,0.9085999727249146,-0.8998118042945862
6,,,6.677279949188232,755,,,,
,0.01,0.01,,799,,,,
7,,,,799,0.904296875,-0.8923912644386292,,
,0.01,0.01,,849,,,,
7,,,,849,0.939453125,-0.9205885529518127,,
7,,,,863,,,0.9143999814987183,-0.9054571390151978
7,,,6.145588397979736,863,,,,
,0.01,0.01,,899,,,,
8,,,,899,0.94921875,-0.9387601613998413,,
,0.01,0.01,,949,,,,
8,,,,949,0.916015625,-0.9112445712089539,,
8,,,,971,,,0.9118000268936157,-0.9054263830184937
8,,,9.050786018371582,971,,,,
,0.01,0.01,,999,,,,
9,,,,999,0.927734375,-0.924606204032898,,
,0.01,0.01,,1049,,,,
9,,,,1049,0.921875,-0.917240560054779,,
9,,,,1079,,,0.9182000160217285,-0.9087412357330322
9,,,6.792787075042725,1079,,,,
,0.01,0.01,,1099,,,,
10,,,,1099,0.9296875,-0.9258736968040466,,
,0.01,0.01,,1149,,,,
10,,,,1149,0.912109375,-0.9072211384773254,,
10,,,,1187,,,0.9178000092506409,-0.909079909324646
10,,,3.9198739528656006,1187,,,,
,0.01,0.01,,1199,,,,
11,,,,1199,0.9296875,-0.926588237285614,,
,0.01,0.01,,1249,,,,
11,,,,1249,0.92578125,-0.9214297533035278,,
11,,,,1295,,,0.9178000092506409,-0.9126046895980835
11,,,8.31368350982666,1295,,,,
,0.01,0.01,,1299,,,,
12,,,,1299,0.927734375,-0.9211333394050598,,
,0.01,0.01,,1349,,,,
12,,,,1349,0.923828125,-0.9156132936477661,,
,0.01,0.01,,1399,,,,
12,,,,1399,0.90234375,-0.8966895937919617,,
12,,,,1403,,,0.9107999801635742,-0.9055522680282593
12,,,8.657288551330566,1403,,,,
,0.01,0.01,,1449,,,,
13,,,,1449,0.91796875,-0.9094815254211426,,
,0.01,0.01,,1499,,,,
13,,,,1499,0.9375,-0.9318022131919861,,
13,,,,1511,,,0.9114000201225281,-0.903923511505127
13,,,9.708916664123535,1511,,,,
,0.01,0.01,,1549,,,,
14,,,,1549,0.921875,-0.9195881485939026,,
,0.01,0.01,,1599,,,,
14,,,,1599,0.94140625,-0.9375194311141968,,
14,,,,1619,,,0.9103999733924866,-0.9045460224151611
14,,,9.60042667388916,1619,,,,
,0.01,0.01,,1649,,,,
15,,,,1649,0.91796875,-0.9110943078994751,,
,0.01,0.01,,1699,,,,
15,,,,1699,0.931640625,-0.9306082725524902,,
15,,,,1727,,,0.9147999882698059,-0.9078665971755981
15,,,9.506880760192871,1727,,,,
,0.01,0.01,,1749,,,,
16,,,,1749,0.9140625,-0.9122086763381958,,
,0.01,0.01,,1799,,,,
16,,,,1799,0.9296875,-0.9275436401367188,,
16,,,,1835,,,0.9172000288963318,-0.9112400412559509
16,,,6.823283672332764,1835,,,,
,0.01,0.01,,1849,,,,
17,,,,1849,0.900390625,-0.9003053903579712,,
,0.01,0.01,,1899,,,,
17,,,,1899,0.943359375,-0.929019570350647,,
17,,,,1943,,,0.9175999760627747,-0.9125787019729614
17,,,6.59392786026001,1943,,,,
,0.01,0.01,,1949,,,,
18,,,,1949,0.951171875,-0.9460062384605408,,
,0.01,0.01,,1999,,,,
18,,,,1999,0.9453125,-0.9419645071029663,,
18,,,7.868650913238525,1999,,,,
