epoch,lr-FloraAdam/pg1,lr-FloraAdam/pg2,mean_optimizer_step_time_ms,step,train_acc,train_loss,val_acc,val_loss
,0.001,0.001,,49,,,,
0,,,,49,0.58984375,-0.34840479493141174,,
,0.001,0.001,,99,,,,
0,,,,99,0.466796875,-0.297170490026474,,
0,,,,107,,,0.454800009727478,-0.25578638911247253
0,,,9.942360877990723,107,,,,
,0.001,0.001,,149,,,,
1,,,,149,0.3203125,-0.2385028600692749,,
,0.001,0.001,,199,,,,
1,,,,199,0.244140625,-0.19080793857574463,,
1,,,,215,,,0.22280000150203705,-0.19966217875480652
1,,,7.88752555847168,215,,,,
,0.001,0.001,,249,,,,
2,,,,249,0.263671875,-0.23721638321876526,,
,0.001,0.001,,299,,,,
2,,,,299,0.24609375,-0.21102353930473328,,
2,,,,323,,,0.23479999601840973,-0.2266739457845688
2,,,9.468486785888672,323,,,,
,0.001,0.001,,349,,,,
3,,,,349,0.2109375,-0.19794484972953796,,
,0.001,0.001,,399,,,,
3,,,,399,0.271484375,-0.24652375280857086,,
3,,,,431,,,0.2295999974012375,-0.21446454524993896
3,,,5.427370071411133,431,,,,
,0.001,0.001,,449,,,,
4,,,,449,0.232421875,-0.20692013204097748,,
,0.001,0.001,,499,,,,
4,,,,499,0.228515625,-0.21681544184684753,,
4,,,,539,,,0.24719999730587006,-0.2112606018781662
4,,,7.77600622177124,539,,,,
,0.001,0.001,,549,,,,
5,,,,549,0.240234375,-0.22319355607032776,,
,0.001,0.001,,599,,,,
5,,,,599,0.23828125,-0.20795246958732605,,
5,,,,647,,,0.21199999749660492,-0.20126478374004364
5,,,9.368157386779785,647,,,,
,0.001,0.001,,649,,,,
6,,,,649,0.220703125,-0.20796403288841248,,
,0.001,0.001,,699,,,,
6,,,,699,0.1953125,-0.18958336114883423,,
,0.001,0.001,,749,,,,
6,,,,749,0.1875,-0.18637453019618988,,
6,,,,755,,,0.20960000157356262,-0.1726001352071762
6,,,6.030490875244141,755,,,,
,0.001,0.001,,799,,,,
7,,,,799,0.17578125,-0.17501801252365112,,
,0.001,0.001,,849,,,,
7,,,,849,0.177734375,-0.17335744202136993,,
7,,,,863,,,0.20980000495910645,-0.19252125918865204
7,,,6.254406929016113,863,,,,
,0.001,0.001,,899,,,,
8,,,,899,0.20703125,-0.17101290822029114,,
,0.001,0.001,,949,,,,
8,,,,949,0.248046875,-0.22072327136993408,,
8,,,,971,,,0.21080000698566437,-0.1917291283607483
8,,,9.172233581542969,971,,,,
,0.001,0.001,,999,,,,
9,,,,999,0.201171875,-0.19187887012958527,,
,0.001,0.001,,1049,,,,
9,,,,1049,0.2265625,-0.21960487961769104,,
9,,,,1079,,,0.21040000021457672,-0.20805348455905914
9,,,7.619921684265137,1079,,,,
,0.001,0.001,,1099,,,,
10,,,,1099,0.18359375,-0.18069306015968323,,
,0.001,0.001,,1149,,,,
10,,,,1149,0.015625,-0.05629758909344673,,
10,,,,1187,,,0.20999999344348907,-0.20655569434165955
10,,,7.4545416831970215,1187,,,,
,0.001,0.001,,1199,,,,
11,,,,1199,0.197265625,-0.19717614352703094,,
,0.001,0.001,,1249,,,,
11,,,,1249,0.1875,-0.1733754426240921,,
11,,,,1295,,,0.21160000562667847,-0.20753295719623566
11,,,7.409320831298828,1295,,,,
,0.001,0.001,,1299,,,,
12,,,,1299,0.19921875,-0.19345922768115997,,
,0.001,0.001,,1349,,,,
12,,,,1349,0.19140625,-0.19135329127311707,,
,0.001,0.001,,1399,,,,
12,,,,1399,0.2109375,-0.2062045931816101,,
12,,,,1403,,,0.21160000562667847,-0.20865456759929657
12,,,7.545012474060059,1403,,,,
,0.001,0.001,,1449,,,,
13,,,,1449,0.20703125,-0.206479012966156,,
,0.001,0.001,,1499,,,,
13,,,,1499,0.15234375,-0.13405823707580566,,
13,,,,1511,,,0.21160000562667847,-0.21078242361545563
13,,,10.388396263122559,1511,,,,
,0.001,0.001,,1549,,,,
14,,,,1549,0.181640625,-0.17714248597621918,,
,0.001,0.001,,1599,,,,
14,,,,1599,0.0,-0.03285568952560425,,
14,,,,1619,,,0.21060000360012054,-0.20996886491775513
14,,,9.031704902648926,1619,,,,
,0.001,0.001,,1649,,,,
15,,,,1649,0.1484375,-0.1208401694893837,,
,0.001,0.001,,1699,,,,
15,,,,1699,0.208984375,-0.18872974812984467,,
15,,,,1727,,,0.10520000010728836,-0.10955804586410522
15,,,7.109701156616211,1727,,,,
,0.001,0.001,,1749,,,,
16,,,,1749,0.22265625,-0.19957441091537476,,
,0.001,0.001,,1799,,,,
16,,,,1799,0.201171875,-0.1950051337480545,,
16,,,,1835,,,0.21199999749660492,-0.21072453260421753
16,,,5.320398807525635,1835,,,,
,0.001,0.001,,1849,,,,
17,,,,1849,0.1953125,-0.19204530119895935,,
,0.001,0.001,,1899,,,,
17,,,,1899,0.16796875,-0.15861143171787262,,
17,,,,1943,,,0.21080000698566437,-0.20747412741184235
17,,,8.00905990600586,1943,,,,
,0.001,0.001,,1949,,,,
18,,,,1949,0.240234375,-0.23712503910064697,,
,0.001,0.001,,1999,,,,
18,,,,1999,0.21875,-0.21635305881500244,,
18,,,11.448267936706543,1999,,,,
