epoch,lr-CustomAdam/pg1,lr-CustomAdam/pg2,mean_optimizer_step_time_ms,step,train_acc,train_loss,val_acc,val_loss
,0.005,0.005,,49,,,,
0,,,,49,0.775390625,-0.7602967619895935,,
,0.005,0.005,,99,,,,
0,,,,99,0.763671875,-0.7513218522071838,,
0,,,,107,,,0.7785999774932861,-0.7697475552558899
0,,,6.5766191482543945,107,,,,
,0.005,0.005,,149,,,,
1,,,,149,0.734375,-0.7271585464477539,,
,0.005,0.005,,199,,,,
1,,,,199,0.783203125,-0.7726696729660034,,
1,,,,215,,,0.7843999862670898,-0.7786756753921509
1,,,4.462935447692871,215,,,,
,0.005,0.005,,249,,,,
2,,,,249,0.77734375,-0.7670599222183228,,
,0.005,0.005,,299,,,,
2,,,,299,0.8046875,-0.8026947975158691,,
2,,,,323,,,0.7875999808311462,-0.7839788794517517
2,,,4.421197891235352,323,,,,
,0.005,0.005,,349,,,,
3,,,,349,0.787109375,-0.7864797711372375,,
,0.005,0.005,,399,,,,
3,,,,399,0.765625,-0.7635850310325623,,
3,,,,431,,,0.8565999865531921,-0.8434095978736877
3,,,4.300725936889648,431,,,,
,0.005,0.005,,449,,,,
4,,,,449,0.896484375,-0.8835834264755249,,
,0.005,0.005,,499,,,,
4,,,,499,0.8671875,-0.8559187054634094,,
4,,,,539,,,0.8736000061035156,-0.8677894473075867
4,,,7.280616760253906,539,,,,
,0.005,0.005,,549,,,,
5,,,,549,0.888671875,-0.8824583888053894,,
,0.005,0.005,,599,,,,
5,,,,599,0.890625,-0.8836316466331482,,
5,,,,647,,,0.878600001335144,-0.8724867105484009
5,,,3.8331046104431152,647,,,,
,0.005,0.005,,649,,,,
6,,,,649,0.896484375,-0.8913906812667847,,
,0.005,0.005,,699,,,,
6,,,,699,0.962890625,-0.9550108313560486,,
,0.005,0.005,,749,,,,
6,,,,749,0.962890625,-0.9584376215934753,,
6,,,,755,,,0.9657999873161316,-0.9591675996780396
6,,,5.967462062835693,755,,,,
,0.005,0.005,,799,,,,
7,,,,799,0.98046875,-0.9761908054351807,,
,0.005,0.005,,849,,,,
7,,,,849,0.98046875,-0.9706040620803833,,
7,,,,863,,,0.9675999879837036,-0.9627867341041565
7,,,5.608156204223633,863,,,,
,0.005,0.005,,899,,,,
8,,,,899,0.98046875,-0.9763357043266296,,
,0.005,0.005,,949,,,,
8,,,,949,0.98046875,-0.9760653972625732,,
8,,,,971,,,0.9692000150680542,-0.964798629283905
8,,,7.867530345916748,971,,,,
,0.005,0.005,,999,,,,
9,,,,999,0.9921875,-0.9867153763771057,,
,0.005,0.005,,1049,,,,
9,,,,1049,0.978515625,-0.9754712581634521,,
9,,,,1079,,,0.97079998254776,-0.9661175012588501
9,,,4.994372367858887,1079,,,,
,0.005,0.005,,1099,,,,
10,,,,1099,0.98828125,-0.9840564727783203,,
,0.005,0.005,,1149,,,,
10,,,,1149,0.982421875,-0.9763467311859131,,
10,,,,1187,,,0.9710000157356262,-0.9661184549331665
10,,,6.695324420928955,1187,,,,
,0.005,0.005,,1199,,,,
11,,,,1199,0.990234375,-0.9860692620277405,,
,0.005,0.005,,1249,,,,
11,,,,1249,0.994140625,-0.9906893968582153,,
11,,,,1295,,,0.9700000286102295,-0.9671534895896912
11,,,5.143827438354492,1295,,,,
,0.005,0.005,,1299,,,,
12,,,,1299,0.990234375,-0.9898145198822021,,
,0.005,0.005,,1349,,,,
12,,,,1349,0.994140625,-0.9886399507522583,,
,0.005,0.005,,1399,,,,
12,,,,1399,0.990234375,-0.9855271577835083,,
12,,,,1403,,,0.9746000170707703,-0.9707335829734802
12,,,5.166225910186768,1403,,,,
,0.005,0.005,,1449,,,,
13,,,,1449,0.990234375,-0.9873969554901123,,
,0.005,0.005,,1499,,,,
13,,,,1499,0.9921875,-0.9879729151725769,,
13,,,,1511,,,0.9728000164031982,-0.9694414138793945
13,,,3.7419486045837402,1511,,,,
,0.005,0.005,,1549,,,,
14,,,,1549,0.9921875,-0.9897626638412476,,
,0.005,0.005,,1599,,,,
14,,,,1599,0.998046875,-0.9966320991516113,,
14,,,,1619,,,0.9753999710083008,-0.9714311361312866
14,,,7.252742290496826,1619,,,,
,0.005,0.005,,1649,,,,
15,,,,1649,0.990234375,-0.988506555557251,,
,0.005,0.005,,1699,,,,
15,,,,1699,0.99609375,-0.993840217590332,,
15,,,,1727,,,0.9747999906539917,-0.9709071516990662
15,,,5.614237308502197,1727,,,,
,0.005,0.005,,1749,,,,
16,,,,1749,0.98828125,-0.9863107800483704,,
,0.005,0.005,,1799,,,,
16,,,,1799,0.98828125,-0.986484169960022,,
16,,,,1835,,,0.9765999913215637,-0.972959578037262
16,,,7.113517761230469,1835,,,,
,0.005,0.005,,1849,,,,
17,,,,1849,0.998046875,-0.9970170259475708,,
,0.005,0.005,,1899,,,,
17,,,,1899,0.990234375,-0.9888210296630859,,
17,,,,1943,,,0.9768000245094299,-0.9729843735694885
17,,,5.183972358703613,1943,,,,
,0.005,0.005,,1949,,,,
18,,,,1949,0.994140625,-0.9932457804679871,,
,0.005,0.005,,1999,,,,
18,,,,1999,0.99609375,-0.9945159554481506,,
18,,,7.130649566650391,1999,,,,
