epoch,lr-CustomAdam/pg1,lr-CustomAdam/pg2,mean_optimizer_step_time_ms,step,train_acc,train_loss,val_acc,val_loss
,0.0005,0.0005,,49,,,,
0,,,,49,0.60546875,-0.48945507407188416,,
,0.0005,0.0005,,99,,,,
0,,,,99,0.650390625,-0.5694266557693481,,
0,,,,107,,,0.7360000014305115,-0.6552762389183044
0,,,5.086833953857422,107,,,,
,0.0005,0.0005,,149,,,,
1,,,,149,0.796875,-0.7340099215507507,,
,0.0005,0.0005,,199,,,,
1,,,,199,0.828125,-0.785814106464386,,
1,,,,215,,,0.8379999995231628,-0.7981657981872559
1,,,7.377047538757324,215,,,,
,0.0005,0.0005,,249,,,,
2,,,,249,0.828125,-0.7977050542831421,,
,0.0005,0.0005,,299,,,,
2,,,,299,0.865234375,-0.8327114582061768,,
2,,,,323,,,0.8464000225067139,-0.8213300704956055
2,,,4.357783794403076,323,,,,
,0.0005,0.0005,,349,,,,
3,,,,349,0.822265625,-0.7981961965560913,,
,0.0005,0.0005,,399,,,,
3,,,,399,0.861328125,-0.8355554342269897,,
3,,,,431,,,0.8533999919891357,-0.8335258960723877
3,,,6.659750461578369,431,,,,
,0.0005,0.0005,,449,,,,
4,,,,449,0.84765625,-0.831277072429657,,
,0.0005,0.0005,,499,,,,
4,,,,499,0.8359375,-0.8165930509567261,,
4,,,,539,,,0.8575999736785889,-0.8406240940093994
4,,,5.192888259887695,539,,,,
,0.0005,0.0005,,549,,,,
5,,,,549,0.841796875,-0.8275942206382751,,
,0.0005,0.0005,,599,,,,
5,,,,599,0.876953125,-0.8632927536964417,,
5,,,,647,,,0.8592000007629395,-0.8457863330841064
5,,,5.09791898727417,647,,,,
,0.0005,0.0005,,649,,,,
6,,,,649,0.873046875,-0.8550025224685669,,
,0.0005,0.0005,,699,,,,
6,,,,699,0.90234375,-0.8722320795059204,,
,0.0005,0.0005,,749,,,,
6,,,,749,0.939453125,-0.9145638942718506,,
6,,,,755,,,0.9297999739646912,-0.9050939679145813
6,,,10.045464515686035,755,,,,
,0.0005,0.0005,,799,,,,
7,,,,799,0.9453125,-0.9174869656562805,,
,0.0005,0.0005,,849,,,,
7,,,,849,0.931640625,-0.9113935232162476,,
7,,,,863,,,0.9362000226974487,-0.9177382588386536
7,,,3.943767547607422,863,,,,
,0.0005,0.0005,,899,,,,
8,,,,899,0.923828125,-0.9122193455696106,,
,0.0005,0.0005,,949,,,,
8,,,,949,0.947265625,-0.9289270043373108,,
8,,,,971,,,0.9413999915122986,-0.9244737029075623
8,,,6.767541408538818,971,,,,
,0.0005,0.0005,,999,,,,
9,,,,999,0.953125,-0.9370980858802795,,
,0.0005,0.0005,,1049,,,,
9,,,,1049,0.947265625,-0.9296827912330627,,
9,,,,1079,,,0.9453999996185303,-0.9294194579124451
9,,,8.646977424621582,1079,,,,
,0.0005,0.0005,,1099,,,,
10,,,,1099,0.947265625,-0.9354604482650757,,
,0.0005,0.0005,,1149,,,,
10,,,,1149,0.962890625,-0.9448685646057129,,
10,,,,1187,,,0.9480000138282776,-0.9338203072547913
10,,,3.7310800552368164,1187,,,,
,0.0005,0.0005,,1199,,,,
11,,,,1199,0.958984375,-0.9415714740753174,,
,0.0005,0.0005,,1249,,,,
11,,,,1249,0.970703125,-0.9549203515052795,,
11,,,,1295,,,0.9502000212669373,-0.9372358322143555
11,,,7.463181018829346,1295,,,,
,0.0005,0.0005,,1299,,,,
12,,,,1299,0.9609375,-0.9455395340919495,,
,0.0005,0.0005,,1349,,,,
12,,,,1349,0.95703125,-0.9453834295272827,,
,0.0005,0.0005,,1399,,,,
12,,,,1399,0.94921875,-0.9381116628646851,,
12,,,,1403,,,0.9513999819755554,-0.9398636817932129
12,,,5.2165656089782715,1403,,,,
,0.0005,0.0005,,1449,,,,
13,,,,1449,0.95703125,-0.9479278326034546,,
,0.0005,0.0005,,1499,,,,
13,,,,1499,0.95703125,-0.9479299187660217,,
13,,,,1511,,,0.954800009727478,-0.9425424933433533
13,,,7.057556629180908,1511,,,,
,0.0005,0.0005,,1549,,,,
14,,,,1549,0.958984375,-0.9478055238723755,,
,0.0005,0.0005,,1599,,,,
14,,,,1599,0.96484375,-0.9514133334159851,,
14,,,,1619,,,0.9553999900817871,-0.944155752658844
14,,,5.769653797149658,1619,,,,
,0.0005,0.0005,,1649,,,,
15,,,,1649,0.955078125,-0.9434085488319397,,
,0.0005,0.0005,,1699,,,,
15,,,,1699,0.951171875,-0.9390726685523987,,
15,,,,1727,,,0.9575999975204468,-0.9463635683059692
15,,,6.317573547363281,1727,,,,
,0.0005,0.0005,,1749,,,,
16,,,,1749,0.9609375,-0.9506998062133789,,
,0.0005,0.0005,,1799,,,,
16,,,,1799,0.970703125,-0.9609159231185913,,
16,,,,1835,,,0.9584000110626221,-0.9474384784698486
16,,,3.6223227977752686,1835,,,,
,0.0005,0.0005,,1849,,,,
17,,,,1849,0.96875,-0.9566150903701782,,
,0.0005,0.0005,,1899,,,,
17,,,,1899,0.982421875,-0.968047559261322,,
17,,,,1943,,,0.9570000171661377,-0.9486863017082214
17,,,7.243741989135742,1943,,,,
,0.0005,0.0005,,1949,,,,
18,,,,1949,0.966796875,-0.960016131401062,,
,0.0005,0.0005,,1999,,,,
18,,,,1999,0.95703125,-0.9520946741104126,,
18,,,12.00991153717041,1999,,,,
