epoch,lr-AdamW/pg1,lr-AdamW/pg2,mean_optimizer_step_time_ms,step,train_acc,train_loss,val_acc,val_loss
,0.019000000000099996,0.019000000000099996,,49,,,,
0,,,,49,0.751953125,-0.7437613010406494,,
,0.019000000000099996,0.019000000000099996,,99,,,,
0,,,,99,0.80078125,-0.7781185507774353,,
0,,,,107,,,0.8489999771118164,-0.8384446501731873
0,,,8.608526229858398,107,,,,
,0.019000000000099996,0.019000000000099996,,149,,,,
1,,,,149,0.865234375,-0.8540085554122925,,
,0.019000000000099996,0.019000000000099996,,199,,,,
1,,,,199,0.857421875,-0.8541625142097473,,
1,,,,215,,,0.8646000027656555,-0.8575931787490845
1,,,6.507864952087402,215,,,,
,0.019000000000099996,0.019000000000099996,,249,,,,
2,,,,249,0.8515625,-0.839755117893219,,
,0.019000000000099996,0.019000000000099996,,299,,,,
2,,,,299,0.890625,-0.885389506816864,,
2,,,,323,,,0.8705999851226807,-0.86386638879776
2,,,6.422210693359375,323,,,,
,0.019000000000099996,0.019000000000099996,,349,,,,
3,,,,349,0.84375,-0.8360642790794373,,
,0.019000000000099996,0.019000000000099996,,399,,,,
3,,,,399,0.890625,-0.880010724067688,,
3,,,,431,,,0.8730000257492065,-0.8683798909187317
3,,,5.34056282043457,431,,,,
,0.019000000000099996,0.019000000000099996,,449,,,,
4,,,,449,0.869140625,-0.860953688621521,,
,0.019000000000099996,0.019000000000099996,,499,,,,
4,,,,499,0.85546875,-0.8489018082618713,,
4,,,,539,,,0.8712000250816345,-0.8658214807510376
4,,,4.510743141174316,539,,,,
,0.019000000000099996,0.019000000000099996,,549,,,,
5,,,,549,0.865234375,-0.8568542003631592,,
,0.019000000000099996,0.019000000000099996,,599,,,,
5,,,,599,0.89453125,-0.8893341422080994,,
5,,,,647,,,0.8705999851226807,-0.8661733269691467
5,,,6.596349716186523,647,,,,
,0.019000000000099996,0.019000000000099996,,649,,,,
6,,,,649,0.87890625,-0.8768686652183533,,
,0.019000000000099996,0.019000000000099996,,699,,,,
6,,,,699,0.8828125,-0.877909779548645,,
,0.019000000000099996,0.019000000000099996,,749,,,,
6,,,,749,0.8828125,-0.8794348239898682,,
