epoch,lr-AdamW/pg1,lr-AdamW/pg2,mean_optimizer_step_time_ms,step,train_acc,train_loss,val_acc,val_loss
,9.500000000050003e-05,9.500000000050003e-05,,49,,,,
0,,,,49,0.1640625,-0.16110363602638245,,
,9.500000000050003e-05,9.500000000050003e-05,,99,,,,
0,,,,99,0.45703125,-0.2852201461791992,,
0,,,,107,,,0.4674000144004822,-0.314255028963089
0,,,4.46604585647583,107,,,,
,9.500000000050003e-05,9.500000000050003e-05,,149,,,,
1,,,,149,0.49609375,-0.394663542509079,,
,9.500000000050003e-05,9.500000000050003e-05,,199,,,,
1,,,,199,0.599609375,-0.45186692476272583,,
1,,,,215,,,0.6341999769210815,-0.495724618434906
1,,,3.7808940410614014,215,,,,
,9.500000000050003e-05,9.500000000050003e-05,,249,,,,
2,,,,249,0.697265625,-0.5539660453796387,,
,9.500000000050003e-05,9.500000000050003e-05,,299,,,,
2,,,,299,0.71484375,-0.5831533074378967,,
2,,,,323,,,0.7260000109672546,-0.6031416058540344
2,,,6.681221008300781,323,,,,
,9.500000000050003e-05,9.500000000050003e-05,,349,,,,
3,,,,349,0.73046875,-0.6181824207305908,,
,9.500000000050003e-05,9.500000000050003e-05,,399,,,,
3,,,,399,0.7578125,-0.6485620737075806,,
3,,,,431,,,0.739799976348877,-0.6558841466903687
3,,,3.8122940063476562,431,,,,
,9.500000000050003e-05,9.500000000050003e-05,,449,,,,
4,,,,449,0.765625,-0.6770426630973816,,
,9.500000000050003e-05,9.500000000050003e-05,,499,,,,
4,,,,499,0.740234375,-0.6718360781669617,,
4,,,,539,,,0.7459999918937683,-0.6850216388702393
4,,,8.755768775939941,539,,,,
,9.500000000050003e-05,9.500000000050003e-05,,549,,,,
5,,,,549,0.740234375,-0.6799193024635315,,
,9.500000000050003e-05,9.500000000050003e-05,,599,,,,
5,,,,599,0.748046875,-0.6925382614135742,,
5,,,,647,,,0.751800000667572,-0.7028795480728149
5,,,7.343911647796631,647,,,,
,9.500000000050003e-05,9.500000000050003e-05,,649,,,,
6,,,,649,0.74609375,-0.6988635063171387,,
,9.500000000050003e-05,9.500000000050003e-05,,699,,,,
6,,,,699,0.783203125,-0.7309597134590149,,
,9.500000000050003e-05,9.500000000050003e-05,,749,,,,
6,,,,749,0.724609375,-0.6766951084136963,,
6,,,,755,,,0.754800021648407,-0.7150810360908508
6,,,6.502795219421387,755,,,,
,9.500000000050003e-05,9.500000000050003e-05,,799,,,,
7,,,,799,0.732421875,-0.6919337511062622,,
,9.500000000050003e-05,9.500000000050003e-05,,849,,,,
7,,,,849,0.765625,-0.7260259389877319,,
7,,,,863,,,0.7585999965667725,-0.724052906036377
7,,,4.202678680419922,863,,,,
,9.500000000050003e-05,9.500000000050003e-05,,899,,,,
8,,,,899,0.7421875,-0.7043114304542542,,
,9.500000000050003e-05,9.500000000050003e-05,,949,,,,
8,,,,949,0.755859375,-0.7217702865600586,,
8,,,,971,,,0.7608000040054321,-0.7309072613716125
8,,,6.305696964263916,971,,,,
,9.500000000050003e-05,9.500000000050003e-05,,999,,,,
9,,,,999,0.7734375,-0.7358742356300354,,
,9.500000000050003e-05,9.500000000050003e-05,,1049,,,,
9,,,,1049,0.74609375,-0.7213229537010193,,
9,,,,1079,,,0.7627999782562256,-0.7364632487297058
9,,,4.612341403961182,1079,,,,
,9.500000000050003e-05,9.500000000050003e-05,,1099,,,,
10,,,,1099,0.779296875,-0.7551684975624084,,
,9.500000000050003e-05,9.500000000050003e-05,,1149,,,,
10,,,,1149,0.748046875,-0.7227349281311035,,
10,,,,1187,,,0.7639999985694885,-0.7426326274871826
10,,,7.281772136688232,1187,,,,
,9.500000000050003e-05,9.500000000050003e-05,,1199,,,,
11,,,,1199,0.7734375,-0.7488008141517639,,
,9.500000000050003e-05,9.500000000050003e-05,,1249,,,,
11,,,,1249,0.833984375,-0.77652907371521,,
11,,,,1295,,,0.8360000252723694,-0.7872130870819092
11,,,6.675848007202148,1295,,,,
,9.500000000050003e-05,9.500000000050003e-05,,1299,,,,
12,,,,1299,0.8359375,-0.7849136590957642,,
,9.500000000050003e-05,9.500000000050003e-05,,1349,,,,
12,,,,1349,0.8359375,-0.7882789373397827,,
,9.500000000050003e-05,9.500000000050003e-05,,1399,,,,
12,,,,1399,0.796875,-0.7612483501434326,,
12,,,,1403,,,0.8410000205039978,-0.8036665320396423
12,,,4.958123207092285,1403,,,,
,9.500000000050003e-05,9.500000000050003e-05,,1449,,,,
13,,,,1449,0.833984375,-0.8062710762023926,,
,9.500000000050003e-05,9.500000000050003e-05,,1499,,,,
13,,,,1499,0.83984375,-0.8131840825080872,,
13,,,,1511,,,0.8438000082969666,-0.8119868636131287
13,,,6.614951133728027,1511,,,,
,9.500000000050003e-05,9.500000000050003e-05,,1549,,,,
14,,,,1549,0.830078125,-0.799069344997406,,
,9.500000000050003e-05,9.500000000050003e-05,,1599,,,,
14,,,,1599,0.861328125,-0.8337743282318115,,
14,,,,1619,,,0.8465999960899353,-0.8178331255912781
14,,,3.700343132019043,1619,,,,
,9.500000000050003e-05,9.500000000050003e-05,,1649,,,,
15,,,,1649,0.84765625,-0.8113016486167908,,
,9.500000000050003e-05,9.500000000050003e-05,,1699,,,,
15,,,,1699,0.87109375,-0.8435050249099731,,
15,,,,1727,,,0.8479999899864197,-0.8222125172615051
15,,,5.00736141204834,1727,,,,
,9.500000000050003e-05,9.500000000050003e-05,,1749,,,,
16,,,,1749,0.85546875,-0.8280114531517029,,
,9.500000000050003e-05,9.500000000050003e-05,,1799,,,,
16,,,,1799,0.875,-0.850561797618866,,
16,,,,1835,,,0.8497999906539917,-0.8254698514938354
16,,,6.2284836769104,1835,,,,
,9.500000000050003e-05,9.500000000050003e-05,,1849,,,,
17,,,,1849,0.861328125,-0.8397527933120728,,
,9.500000000050003e-05,9.500000000050003e-05,,1899,,,,
17,,,,1899,0.826171875,-0.8022471070289612,,
17,,,,1943,,,0.8510000109672546,-0.8280203938484192
17,,,9.064483642578125,1943,,,,
,9.500000000050003e-05,9.500000000050003e-05,,1949,,,,
18,,,,1949,0.865234375,-0.8414995670318604,,
,9.500000000050003e-05,9.500000000050003e-05,,1999,,,,
18,,,,1999,0.875,-0.8495872616767883,,
18,,,8.718311309814453,1999,,,,
