epoch,lr-FloraAdam/pg1,lr-FloraAdam/pg2,mean_optimizer_step_time_ms,step,train_acc,train_loss,val_acc,val_loss
,0.019000000000099996,0.019000000000099996,,49,,,,
0,,,,49,0.78125,-0.7711021304130554,,
,0.019000000000099996,0.019000000000099996,,99,,,,
0,,,,99,0.75,-0.7463375926017761,,
0,,,,107,,,0.7616000175476074,-0.754281759262085
0,,,7.915705680847168,107,,,,
,0.019000000000099996,0.019000000000099996,,149,,,,
1,,,,149,0.78125,-0.776283860206604,,
,0.019000000000099996,0.019000000000099996,,199,,,,
1,,,,199,0.73828125,-0.7315092086791992,,
1,,,,215,,,0.7634000182151794,-0.7541993260383606
1,,,6.373924255371094,215,,,,
,0.019000000000099996,0.019000000000099996,,249,,,,
2,,,,249,0.771484375,-0.7657865881919861,,
,0.019000000000099996,0.019000000000099996,,299,,,,
2,,,,299,0.779296875,-0.7659457325935364,,
2,,,,323,,,0.756600022315979,-0.7420753836631775
2,,,8.11049747467041,323,,,,
,0.019000000000099996,0.019000000000099996,,349,,,,
3,,,,349,0.77734375,-0.7694146633148193,,
,0.019000000000099996,0.019000000000099996,,399,,,,
3,,,,399,0.763671875,-0.761670708656311,,
3,,,,431,,,0.7666000127792358,-0.760827362537384
3,,,6.274576187133789,431,,,,
,0.019000000000099996,0.019000000000099996,,449,,,,
4,,,,449,0.783203125,-0.7801564335823059,,
,0.019000000000099996,0.019000000000099996,,499,,,,
4,,,,499,0.775390625,-0.771913468837738,,
4,,,,539,,,0.7644000053405762,-0.7584660649299622
4,,,7.5784993171691895,539,,,,
,0.019000000000099996,0.019000000000099996,,549,,,,
5,,,,549,0.7734375,-0.768978476524353,,
,0.019000000000099996,0.019000000000099996,,599,,,,
5,,,,599,0.763671875,-0.7560619711875916,,
5,,,,647,,,0.7621999979019165,-0.7589500546455383
5,,,6.200225830078125,647,,,,
,0.019000000000099996,0.019000000000099996,,649,,,,
6,,,,649,0.755859375,-0.7522561550140381,,
,0.019000000000099996,0.019000000000099996,,699,,,,
6,,,,699,0.791015625,-0.7844734191894531,,
,0.019000000000099996,0.019000000000099996,,749,,,,
6,,,,749,0.798828125,-0.7919670343399048,,
6,,,,755,,,0.8306000232696533,-0.8245459198951721
6,,,7.043026447296143,755,,,,
,0.019000000000099996,0.019000000000099996,,799,,,,
7,,,,799,0.8046875,-0.7994751334190369,,
,0.019000000000099996,0.019000000000099996,,849,,,,
7,,,,849,0.84765625,-0.8377683758735657,,
7,,,,863,,,0.8356000185012817,-0.8282850384712219
7,,,10.299789428710938,863,,,,
,0.019000000000099996,0.019000000000099996,,899,,,,
8,,,,899,0.83984375,-0.8311491012573242,,
,0.019000000000099996,0.019000000000099996,,949,,,,
8,,,,949,0.857421875,-0.850638747215271,,
8,,,,971,,,0.8392000198364258,-0.8325484395027161
8,,,10.19825553894043,971,,,,
,0.019000000000099996,0.019000000000099996,,999,,,,
9,,,,999,0.861328125,-0.8511383533477783,,
,0.019000000000099996,0.019000000000099996,,1049,,,,
9,,,,1049,0.830078125,-0.8255237936973572,,
9,,,,1079,,,0.8389999866485596,-0.8335259556770325
9,,,8.072813034057617,1079,,,,
,0.019000000000099996,0.019000000000099996,,1099,,,,
10,,,,1099,0.87890625,-0.8728286027908325,,
,0.019000000000099996,0.019000000000099996,,1149,,,,
10,,,,1149,0.810546875,-0.8051480650901794,,
10,,,,1187,,,0.8370000123977661,-0.8330503106117249
10,,,8.405473709106445,1187,,,,
,0.019000000000099996,0.019000000000099996,,1199,,,,
11,,,,1199,0.853515625,-0.8500460386276245,,
,0.019000000000099996,0.019000000000099996,,1249,,,,
11,,,,1249,0.8359375,-0.8289867043495178,,
11,,,,1295,,,0.8356000185012817,-0.8308472633361816
11,,,6.8096394538879395,1295,,,,
,0.019000000000099996,0.019000000000099996,,1299,,,,
12,,,,1299,0.837890625,-0.8333572149276733,,
,0.019000000000099996,0.019000000000099996,,1349,,,,
12,,,,1349,0.822265625,-0.8192805051803589,,
,0.019000000000099996,0.019000000000099996,,1399,,,,
12,,,,1399,0.7734375,-0.7737088203430176,,
12,,,,1403,,,0.840399980545044,-0.8374956250190735
12,,,5.521725177764893,1403,,,,
,0.019000000000099996,0.019000000000099996,,1449,,,,
13,,,,1449,0.83984375,-0.8351036906242371,,
,0.019000000000099996,0.019000000000099996,,1499,,,,
13,,,,1499,0.880859375,-0.8764870762825012,,
13,,,,1511,,,0.8790000081062317,-0.8689861297607422
13,,,7.439448356628418,1511,,,,
,0.019000000000099996,0.019000000000099996,,1549,,,,
14,,,,1549,0.875,-0.8709689974784851,,
,0.019000000000099996,0.019000000000099996,,1599,,,,
14,,,,1599,0.900390625,-0.8979429006576538,,
14,,,,1619,,,0.8853999972343445,-0.8789198398590088
14,,,6.219362258911133,1619,,,,
,0.019000000000099996,0.019000000000099996,,1649,,,,
15,,,,1649,0.8828125,-0.8743259906768799,,
,0.019000000000099996,0.019000000000099996,,1699,,,,
15,,,,1699,0.91015625,-0.9041763544082642,,
15,,,,1727,,,0.8888000249862671,-0.883457601070404
15,,,7.56147575378418,1727,,,,
,0.019000000000099996,0.019000000000099996,,1749,,,,
16,,,,1749,0.896484375,-0.8904044032096863,,
,0.019000000000099996,0.019000000000099996,,1799,,,,
16,,,,1799,0.927734375,-0.9232994318008423,,
16,,,,1835,,,0.8996000289916992,-0.8962478637695312
16,,,9.752952575683594,1835,,,,
,0.019000000000099996,0.019000000000099996,,1849,,,,
17,,,,1849,0.892578125,-0.8901708126068115,,
,0.019000000000099996,0.019000000000099996,,1899,,,,
17,,,,1899,0.896484375,-0.8959724307060242,,
17,,,,1943,,,0.9025999903678894,-0.8988831043243408
17,,,8.793341636657715,1943,,,,
,0.019000000000099996,0.019000000000099996,,1949,,,,
18,,,,1949,0.919921875,-0.9143513441085815,,
,0.019000000000099996,0.019000000000099996,,1999,,,,
18,,,,1999,0.91796875,-0.9134138226509094,,
18,,,11.80179500579834,1999,,,,
