epoch,lr-AdamW/pg1,lr-AdamW/pg2,mean_optimizer_step_time_ms,step,train_acc,train_loss,val_acc,val_loss
,0.004750000000024999,0.004750000000024999,,49,,,,
0,,,,49,0.857421875,-0.8236078023910522,,
,0.004750000000024999,0.004750000000024999,,99,,,,
0,,,,99,0.841796875,-0.8298910856246948,,
0,,,,107,,,0.8471999764442444,-0.8330182433128357
0,,,3.840592622756958,107,,,,
,0.004750000000024999,0.004750000000024999,,149,,,,
1,,,,149,0.861328125,-0.8508737087249756,,
,0.004750000000024999,0.004750000000024999,,199,,,,
1,,,,199,0.861328125,-0.8476898074150085,,
1,,,,215,,,0.8654000163078308,-0.8538557887077332
1,,,3.812833309173584,215,,,,
,0.004750000000024999,0.004750000000024999,,249,,,,
2,,,,249,0.931640625,-0.9121013879776001,,
,0.004750000000024999,0.004750000000024999,,299,,,,
2,,,,299,0.927734375,-0.9100050926208496,,
2,,,,323,,,0.9434000253677368,-0.9275818467140198
2,,,3.8157036304473877,323,,,,
,0.004750000000024999,0.004750000000024999,,349,,,,
3,,,,349,0.96875,-0.9596415758132935,,
,0.004750000000024999,0.004750000000024999,,399,,,,
3,,,,399,0.955078125,-0.9435820579528809,,
3,,,,431,,,0.949400007724762,-0.9388877153396606
3,,,3.9029815196990967,431,,,,
,0.004750000000024999,0.004750000000024999,,449,,,,
4,,,,449,0.9765625,-0.9610999822616577,,
,0.004750000000024999,0.004750000000024999,,499,,,,
4,,,,499,0.96484375,-0.9519230127334595,,
4,,,,539,,,0.9562000036239624,-0.9442059397697449
4,,,4.32913875579834,539,,,,
,0.004750000000024999,0.004750000000024999,,549,,,,
5,,,,549,0.95703125,-0.9482515454292297,,
,0.004750000000024999,0.004750000000024999,,599,,,,
5,,,,599,0.9765625,-0.9653690457344055,,
5,,,,647,,,0.9571999907493591,-0.9464493989944458
5,,,3.82614803314209,647,,,,
,0.004750000000024999,0.004750000000024999,,649,,,,
6,,,,649,0.970703125,-0.960483193397522,,
,0.004750000000024999,0.004750000000024999,,699,,,,
6,,,,699,0.97265625,-0.9686640501022339,,
,0.004750000000024999,0.004750000000024999,,749,,,,
6,,,,749,0.96875,-0.9639090895652771,,
6,,,,755,,,0.9595999717712402,-0.9505670666694641
6,,,4.8175835609436035,755,,,,
,0.004750000000024999,0.004750000000024999,,799,,,,
7,,,,799,0.96484375,-0.9611043930053711,,
,0.004750000000024999,0.004750000000024999,,849,,,,
7,,,,849,0.982421875,-0.9699703454971313,,
7,,,,863,,,0.9624000191688538,-0.9537908434867859
7,,,4.22944450378418,863,,,,
,0.004750000000024999,0.004750000000024999,,899,,,,
8,,,,899,0.990234375,-0.9788036346435547,,
,0.004750000000024999,0.004750000000024999,,949,,,,
8,,,,949,0.9765625,-0.9702079892158508,,
8,,,,971,,,0.9624000191688538,-0.9532623887062073
8,,,3.9595000743865967,971,,,,
