epoch,lr-FloraAdamDecreasingRanks/pg1,lr-FloraAdamDecreasingRanks/pg2,mean_optimizer_step_time_ms,step,train_acc,train_loss,val_acc,val_loss
,0.009500000000049998,0.009500000000049998,,49,,,,
0,,,,49,0.826171875,-0.821625828742981,,
,0.009500000000049998,0.009500000000049998,,99,,,,
0,,,,99,0.81640625,-0.8029536008834839,,
0,,,,107,,,0.829800009727478,-0.8107904195785522
0,,,5.576537132263184,107,,,,
,0.009500000000049998,0.009500000000049998,,149,,,,
1,,,,149,0.861328125,-0.8539242148399353,,
,0.009500000000049998,0.009500000000049998,,199,,,,
1,,,,199,0.830078125,-0.8241093158721924,,
1,,,,215,,,0.828000009059906,-0.8161117434501648
1,,,9.516518592834473,215,,,,
,0.009500000000049998,0.009500000000049998,,249,,,,
2,,,,249,0.85546875,-0.8452043533325195,,
,0.009500000000049998,0.009500000000049998,,299,,,,
2,,,,299,0.85546875,-0.8483524918556213,,
2,,,,323,,,0.8317999839782715,-0.8232303857803345
2,,,5.16188907623291,323,,,,
,0.009500000000049998,0.009500000000049998,,349,,,,
3,,,,349,0.900390625,-0.8789719343185425,,
,0.009500000000049998,0.009500000000049998,,399,,,,
3,,,,399,0.923828125,-0.9112087488174438,,
3,,,,431,,,0.9056000113487244,-0.8953390717506409
3,,,5.314416885375977,431,,,,
,0.009500000000049998,0.009500000000049998,,449,,,,
4,,,,449,0.9140625,-0.9093031883239746,,
,0.009500000000049998,0.009500000000049998,,499,,,,
4,,,,499,0.90625,-0.8963186740875244,,
4,,,,539,,,0.9129999876022339,-0.9015390872955322
4,,,9.74835205078125,539,,,,
,0.009500000000049998,0.009500000000049998,,549,,,,
5,,,,549,0.9375,-0.9292119145393372,,
,0.009500000000049998,0.009500000000049998,,599,,,,
5,,,,599,0.916015625,-0.9071388840675354,,
5,,,,647,,,0.9020000100135803,-0.8917663097381592
5,,,9.253138542175293,647,,,,
,0.009500000000049998,0.009500000000049998,,649,,,,
6,,,,649,0.919921875,-0.9075835943222046,,
,0.009500000000049998,0.009500000000049998,,699,,,,
6,,,,699,0.919921875,-0.9086228609085083,,
,0.009500000000049998,0.009500000000049998,,749,,,,
6,,,,749,0.8671875,-0.8605073690414429,,
6,,,,755,,,0.9003999829292297,-0.8910402059555054
6,,,5.643416881561279,755,,,,
,0.009500000000049998,0.009500000000049998,,799,,,,
7,,,,799,0.896484375,-0.8876998424530029,,
,0.009500000000049998,0.009500000000049998,,849,,,,
7,,,,849,0.935546875,-0.9248148798942566,,
7,,,,863,,,0.9075999855995178,-0.8973775506019592
7,,,5.534722328186035,863,,,,
,0.009500000000049998,0.009500000000049998,,899,,,,
8,,,,899,0.931640625,-0.9261718988418579,,
,0.009500000000049998,0.009500000000049998,,949,,,,
8,,,,949,0.923828125,-0.9132539629936218,,
8,,,,971,,,0.9082000255584717,-0.900078535079956
8,,,5.105046272277832,971,,,,
,0.009500000000049998,0.009500000000049998,,999,,,,
9,,,,999,0.935546875,-0.9279869794845581,,
,0.009500000000049998,0.009500000000049998,,1049,,,,
9,,,,1049,0.93359375,-0.9193809628486633,,
9,,,,1079,,,0.9085999727249146,-0.9024378061294556
9,,,5.049527645111084,1079,,,,
,0.009500000000049998,0.009500000000049998,,1099,,,,
10,,,,1099,0.927734375,-0.9215290546417236,,
,0.009500000000049998,0.009500000000049998,,1149,,,,
10,,,,1149,0.8984375,-0.8944376111030579,,
10,,,,1187,,,0.9142000079154968,-0.9065110087394714
10,,,5.350314617156982,1187,,,,
,0.009500000000049998,0.009500000000049998,,1199,,,,
11,,,,1199,0.931640625,-0.9268654584884644,,
,0.009500000000049998,0.009500000000049998,,1249,,,,
11,,,,1249,0.916015625,-0.9075663685798645,,
11,,,,1295,,,0.9100000262260437,-0.9036204218864441
11,,,5.354176044464111,1295,,,,
,0.009500000000049998,0.009500000000049998,,1299,,,,
12,,,,1299,0.921875,-0.921527087688446,,
,0.009500000000049998,0.009500000000049998,,1349,,,,
12,,,,1349,0.90234375,-0.9032837152481079,,
,0.009500000000049998,0.009500000000049998,,1399,,,,
12,,,,1399,0.89453125,-0.8897212147712708,,
12,,,,1403,,,0.8948000073432922,-0.8874534964561462
12,,,5.387796401977539,1403,,,,
,0.009500000000049998,0.009500000000049998,,1449,,,,
13,,,,1449,0.90625,-0.8947231769561768,,
,0.009500000000049998,0.009500000000049998,,1499,,,,
13,,,,1499,0.919921875,-0.9168933629989624,,
13,,,,1511,,,0.9025999903678894,-0.8931996822357178
13,,,5.264490604400635,1511,,,,
,0.009500000000049998,0.009500000000049998,,1549,,,,
14,,,,1549,0.92578125,-0.9104050397872925,,
,0.009500000000049998,0.009500000000049998,,1599,,,,
14,,,,1599,0.9296875,-0.9221533536911011,,
14,,,,1619,,,0.7519999742507935,-0.6913356184959412
14,,,5.299046516418457,1619,,,,
,0.009500000000049998,0.009500000000049998,,1649,,,,
15,,,,1649,0.8359375,-0.8140354156494141,,
,0.009500000000049998,0.009500000000049998,,1699,,,,
