epoch,lr-FloraAdamDecreasingRanks/pg1,lr-FloraAdamDecreasingRanks/pg2,mean_optimizer_step_time_ms,step,train_acc,train_loss,val_acc,val_loss
15,,,,1699,0.892578125,-0.8779086470603943,,
15,,,,1727,,,0.8497999906539917,-0.8384588956832886
15,,,5.265277862548828,1727,,,,
,0.009500000000049998,0.009500000000049998,,1749,,,,
16,,,,1749,0.869140625,-0.8619889616966248,,
,0.009500000000049998,0.009500000000049998,,1799,,,,
16,,,,1799,0.888671875,-0.874191403388977,,
16,,,,1835,,,0.850600004196167,-0.8341715931892395
16,,,5.4297871589660645,1835,,,,
,0.009500000000049998,0.009500000000049998,,1849,,,,
17,,,,1849,0.853515625,-0.8326857089996338,,
,0.009500000000049998,0.009500000000049998,,1899,,,,
17,,,,1899,0.8671875,-0.8581361770629883,,
17,,,,1943,,,0.8733999729156494,-0.8607209920883179
17,,,5.390731334686279,1943,,,,
,0.009500000000049998,0.009500000000049998,,1949,,,,
18,,,,1949,0.8984375,-0.8880130648612976,,
,0.009500000000049998,0.009500000000049998,,1999,,,,
18,,,,1999,0.904296875,-0.8914676904678345,,
18,,,5.098232269287109,1999,,,,
