epoch,lr-FloraAdamFactoredMAS/pg1,lr-FloraAdamFactoredMAS/pg2,mean_optimizer_step_time_ms,step,train_acc,train_loss,val_acc,val_loss
,0.009500000000049998,0.009500000000049998,,49,,,,
0,,,,49,0.72265625,-0.7202309966087341,,
,0.009500000000049998,0.009500000000049998,,99,,,,
0,,,,99,0.70703125,-0.6996590495109558,,
0,,,,107,,,0.7630000114440918,-0.7447824478149414
0,,,15.751148223876953,107,,,,
,0.009500000000049998,0.009500000000049998,,149,,,,
1,,,,149,0.763671875,-0.758306086063385,,
,0.009500000000049998,0.009500000000049998,,199,,,,
1,,,,199,0.765625,-0.7638576626777649,,
1,,,,215,,,0.769599974155426,-0.7654653787612915
1,,,6.2221574783325195,215,,,,
,0.009500000000049998,0.009500000000049998,,249,,,,
2,,,,249,0.767578125,-0.762916088104248,,
,0.009500000000049998,0.009500000000049998,,299,,,,
2,,,,299,0.8125,-0.8053472638130188,,
2,,,,323,,,0.7742000222206116,-0.7683620452880859
2,,,7.4857869148254395,323,,,,
,0.009500000000049998,0.009500000000049998,,349,,,,
3,,,,349,0.7578125,-0.7543611526489258,,
,0.009500000000049998,0.009500000000049998,,399,,,,
3,,,,399,0.802734375,-0.7980033159255981,,
3,,,,431,,,0.775600016117096,-0.7703450918197632
3,,,6.508694648742676,431,,,,
,0.009500000000049998,0.009500000000049998,,449,,,,
4,,,,449,0.7578125,-0.7538825869560242,,
,0.009500000000049998,0.009500000000049998,,499,,,,
4,,,,499,0.77734375,-0.7753252387046814,,
4,,,,539,,,0.7738000154495239,-0.7697101831436157
4,,,6.456009387969971,539,,,,
,0.009500000000049998,0.009500000000049998,,549,,,,
5,,,,549,0.771484375,-0.7679039239883423,,
,0.009500000000049998,0.009500000000049998,,599,,,,
5,,,,599,0.79296875,-0.7882190346717834,,
5,,,,647,,,0.7734000086784363,-0.770235538482666
5,,,6.335240840911865,647,,,,
,0.009500000000049998,0.009500000000049998,,649,,,,
6,,,,649,0.76953125,-0.7664273977279663,,
,0.009500000000049998,0.009500000000049998,,699,,,,
6,,,,699,0.751953125,-0.7477550506591797,,
,0.009500000000049998,0.009500000000049998,,749,,,,
6,,,,749,0.80078125,-0.7940078973770142,,
6,,,,755,,,0.7739999890327454,-0.7713142037391663
6,,,6.228740692138672,755,,,,
,0.009500000000049998,0.009500000000049998,,799,,,,
7,,,,799,0.775390625,-0.7696906328201294,,
,0.009500000000049998,0.009500000000049998,,849,,,,
7,,,,849,0.759765625,-0.7569712996482849,,
7,,,,863,,,0.7764000296592712,-0.7732605934143066
7,,,6.477657318115234,863,,,,
,0.009500000000049998,0.009500000000049998,,899,,,,
8,,,,899,0.779296875,-0.7747965455055237,,
,0.009500000000049998,0.009500000000049998,,949,,,,
8,,,,949,0.77734375,-0.7756554484367371,,
8,,,,971,,,0.77920001745224,-0.7750335931777954
8,,,7.017092704772949,971,,,,
,0.009500000000049998,0.009500000000049998,,999,,,,
9,,,,999,0.796875,-0.7935467958450317,,
,0.009500000000049998,0.009500000000049998,,1049,,,,
9,,,,1049,0.76171875,-0.758882462978363,,
9,,,,1079,,,0.777999997138977,-0.7744315266609192
9,,,7.2665557861328125,1079,,,,
,0.009500000000049998,0.009500000000049998,,1099,,,,
10,,,,1099,0.76953125,-0.768561840057373,,
,0.009500000000049998,0.009500000000049998,,1149,,,,
10,,,,1149,0.783203125,-0.7812293767929077,,
10,,,,1187,,,0.77920001745224,-0.7759339213371277
10,,,6.635426044464111,1187,,,,
,0.009500000000049998,0.009500000000049998,,1199,,,,
11,,,,1199,0.779296875,-0.7730642557144165,,
,0.009500000000049998,0.009500000000049998,,1249,,,,
11,,,,1249,0.779296875,-0.7771182060241699,,
11,,,,1295,,,0.7799999713897705,-0.7762764692306519
11,,,6.628962993621826,1295,,,,
,0.009500000000049998,0.009500000000049998,,1299,,,,
12,,,,1299,0.7734375,-0.7714577913284302,,
,0.009500000000049998,0.009500000000049998,,1349,,,,
12,,,,1349,0.78125,-0.7813764810562134,,
,0.009500000000049998,0.009500000000049998,,1399,,,,
12,,,,1399,0.75390625,-0.7518115639686584,,
12,,,,1403,,,0.7789999842643738,-0.7770258188247681
12,,,6.7497687339782715,1403,,,,
,0.009500000000049998,0.009500000000049998,,1449,,,,
13,,,,1449,0.763671875,-0.7643208503723145,,
,0.009500000000049998,0.009500000000049998,,1499,,,,
13,,,,1499,0.779296875,-0.7734962701797485,,
13,,,,1511,,,0.7746000289916992,-0.7695738077163696
13,,,6.476342678070068,1511,,,,
,0.009500000000049998,0.009500000000049998,,1549,,,,
14,,,,1549,0.791015625,-0.7881892919540405,,
,0.009500000000049998,0.009500000000049998,,1599,,,,
14,,,,1599,0.80078125,-0.7981898784637451,,
14,,,,1619,,,0.7760000228881836,-0.772252082824707
14,,,6.617870330810547,1619,,,,
,0.009500000000049998,0.009500000000049998,,1649,,,,
15,,,,1649,0.78125,-0.7778937220573425,,
,0.009500000000049998,0.009500000000049998,,1699,,,,
15,,,,1699,0.76953125,-0.7707579135894775,,
15,,,,1727,,,0.7770000100135803,-0.7746224403381348
15,,,6.746490955352783,1727,,,,
,0.009500000000049998,0.009500000000049998,,1749,,,,
16,,,,1749,0.78125,-0.7781682014465332,,
,0.009500000000049998,0.009500000000049998,,1799,,,,
16,,,,1799,0.802734375,-0.7988169193267822,,
16,,,,1835,,,0.7802000045776367,-0.7771682143211365
16,,,6.8581109046936035,1835,,,,
,0.009500000000049998,0.009500000000049998,,1849,,,,
17,,,,1849,0.763671875,-0.7592109441757202,,
,0.009500000000049998,0.009500000000049998,,1899,,,,
17,,,,1899,0.7890625,-0.7882404327392578,,
