epoch,lr-AdamW/pg1,lr-AdamW/pg2,mean_optimizer_step_time_ms,step,train_acc,train_loss,val_acc,val_loss
,0.004750000000024999,0.004750000000024999,,49,,,,
0,,,,49,0.8046875,-0.7616614103317261,,
,0.004750000000024999,0.004750000000024999,,99,,,,
0,,,,99,0.84375,-0.8235458135604858,,
0,,,,107,,,0.8532000184059143,-0.8363860249519348
0,,,4.095444679260254,107,,,,
,0.004750000000024999,0.004750000000024999,,149,,,,
1,,,,149,0.87109375,-0.857930064201355,,
,0.004750000000024999,0.004750000000024999,,199,,,,
1,,,,199,0.875,-0.8616911768913269,,
1,,,,215,,,0.8661999702453613,-0.8554024696350098
1,,,4.540759086608887,215,,,,
,0.004750000000024999,0.004750000000024999,,249,,,,
2,,,,249,0.873046875,-0.8670120239257812,,
,0.004750000000024999,0.004750000000024999,,299,,,,
2,,,,299,0.9375,-0.9234873056411743,,
2,,,,323,,,0.9434000253677368,-0.9278602600097656
2,,,3.819148063659668,323,,,,
,0.004750000000024999,0.004750000000024999,,349,,,,
3,,,,349,0.953125,-0.9340353608131409,,
,0.004750000000024999,0.004750000000024999,,399,,,,
3,,,,399,0.974609375,-0.9599505662918091,,
3,,,,431,,,0.9534000158309937,-0.942168653011322
3,,,4.381620407104492,431,,,,
,0.004750000000024999,0.004750000000024999,,449,,,,
4,,,,449,0.955078125,-0.9418607950210571,,
,0.004750000000024999,0.004750000000024999,,499,,,,
4,,,,499,0.962890625,-0.9535373449325562,,
4,,,,539,,,0.9581999778747559,-0.9478360414505005
4,,,3.912889003753662,539,,,,
,0.004750000000024999,0.004750000000024999,,549,,,,
5,,,,549,0.966796875,-0.9578163623809814,,
,0.004750000000024999,0.004750000000024999,,599,,,,
5,,,,599,0.974609375,-0.9607536196708679,,
5,,,,647,,,0.9607999920845032,-0.9502542018890381
5,,,4.000981330871582,647,,,,
,0.004750000000024999,0.004750000000024999,,649,,,,
6,,,,649,0.98046875,-0.9686500430107117,,
,0.004750000000024999,0.004750000000024999,,699,,,,
6,,,,699,0.974609375,-0.9678587913513184,,
,0.004750000000024999,0.004750000000024999,,749,,,,
6,,,,749,0.984375,-0.9743126630783081,,
6,,,,755,,,0.9620000123977661,-0.9506999254226685
6,,,7.847203731536865,755,,,,
,0.004750000000024999,0.004750000000024999,,799,,,,
7,,,,799,0.982421875,-0.9727654457092285,,
,0.004750000000024999,0.004750000000024999,,849,,,,
7,,,,849,0.96484375,-0.9597842693328857,,
7,,,,863,,,0.9646000266075134,-0.9551886916160583
7,,,7.014805793762207,863,,,,
,0.004750000000024999,0.004750000000024999,,899,,,,
8,,,,899,0.9765625,-0.9708279371261597,,
,0.004750000000024999,0.004750000000024999,,949,,,,
8,,,,949,0.97265625,-0.9651192426681519,,
8,,,,971,,,0.9634000062942505,-0.955064058303833
8,,,3.9287869930267334,971,,,,
,0.004750000000024999,0.004750000000024999,,999,,,,
9,,,,999,0.982421875,-0.9730439782142639,,
,0.004750000000024999,0.004750000000024999,,1049,,,,
9,,,,1049,0.974609375,-0.9685711860656738,,
9,,,,1079,,,0.9666000008583069,-0.9574840068817139
9,,,4.3710832595825195,1079,,,,
,0.004750000000024999,0.004750000000024999,,1099,,,,
10,,,,1099,0.990234375,-0.9827365279197693,,
