epoch,lr-AdamW/pg1,lr-AdamW/pg2,mean_optimizer_step_time_ms,step,train_acc,train_loss,val_acc,val_loss
,0.009500000000049998,0.009500000000049998,,49,,,,
0,,,,49,0.791015625,-0.7845832705497742,,
,0.009500000000049998,0.009500000000049998,,99,,,,
0,,,,99,0.765625,-0.7609639167785645,,
0,,,,107,,,0.7820000052452087,-0.7754323482513428
0,,,5.037020206451416,107,,,,
,0.009500000000049998,0.009500000000049998,,149,,,,
1,,,,149,0.798828125,-0.7944091558456421,,
,0.009500000000049998,0.009500000000049998,,199,,,,
1,,,,199,0.767578125,-0.7579712271690369,,
1,,,,215,,,0.7914000153541565,-0.7874255180358887
1,,,5.299436569213867,215,,,,
,0.009500000000049998,0.009500000000049998,,249,,,,
2,,,,249,0.8828125,-0.8745786547660828,,
,0.009500000000049998,0.009500000000049998,,299,,,,
2,,,,299,0.87109375,-0.8657047152519226,,
2,,,,323,,,0.8773999810218811,-0.8715856671333313
2,,,4.392129421234131,323,,,,
,0.009500000000049998,0.009500000000049998,,349,,,,
3,,,,349,0.8828125,-0.8824014663696289,,
,0.009500000000049998,0.009500000000049998,,399,,,,
3,,,,399,0.880859375,-0.8745084404945374,,
3,,,,431,,,0.8812000155448914,-0.8755478262901306
3,,,4.453320026397705,431,,,,
,0.009500000000049998,0.009500000000049998,,449,,,,
4,,,,449,0.89453125,-0.8898162245750427,,
,0.009500000000049998,0.009500000000049998,,499,,,,
4,,,,499,0.880859375,-0.8721350431442261,,
4,,,,539,,,0.8873999714851379,-0.8816578984260559
4,,,5.949826240539551,539,,,,
,0.009500000000049998,0.009500000000049998,,549,,,,
5,,,,549,0.90234375,-0.8970231413841248,,
,0.009500000000049998,0.009500000000049998,,599,,,,
5,,,,599,0.888671875,-0.8851698637008667,,
5,,,,647,,,0.8859999775886536,-0.8817693591117859
5,,,4.615346908569336,647,,,,
,0.009500000000049998,0.009500000000049998,,649,,,,
6,,,,649,0.89453125,-0.8884490132331848,,
,0.009500000000049998,0.009500000000049998,,699,,,,
6,,,,699,0.974609375,-0.9644018411636353,,
,0.009500000000049998,0.009500000000049998,,749,,,,
6,,,,749,0.947265625,-0.9384154081344604,,
6,,,,755,,,0.9589999914169312,-0.9526054859161377
6,,,5.090400695800781,755,,,,
,0.009500000000049998,0.009500000000049998,,799,,,,
7,,,,799,0.96875,-0.9624370336532593,,
,0.009500000000049998,0.009500000000049998,,849,,,,
7,,,,849,0.98046875,-0.9773133993148804,,
7,,,,863,,,0.9648000001907349,-0.9582898616790771
7,,,5.193932056427002,863,,,,
,0.009500000000049998,0.009500000000049998,,899,,,,
8,,,,899,0.9921875,-0.9855493307113647,,
,0.009500000000049998,0.009500000000049998,,949,,,,
8,,,,949,0.978515625,-0.9694947004318237,,
8,,,,971,,,0.9638000130653381,-0.960196316242218
8,,,4.313170433044434,971,,,,
,0.009500000000049998,0.009500000000049998,,999,,,,
9,,,,999,0.982421875,-0.9765713214874268,,
,0.009500000000049998,0.009500000000049998,,1049,,,,
9,,,,1049,0.984375,-0.9797488451004028,,
9,,,,1079,,,0.9664000272750854,-0.9621231555938721
9,,,5.77592658996582,1079,,,,
,0.009500000000049998,0.009500000000049998,,1099,,,,
10,,,,1099,0.986328125,-0.9817184209823608,,
