epoch,lr-CustomAdam/pg1,lr-CustomAdam/pg2,mean_optimizer_step_time_ms,step,train_acc,train_loss,val_acc,val_loss
,0.005,0.005,,49,,,,
0,,,,49,0.81640625,-0.8050523996353149,,
,0.005,0.005,,99,,,,
0,,,,99,0.828125,-0.8142311573028564,,
0,,,,107,,,0.8601999878883362,-0.8502928614616394
0,,,6.028653621673584,107,,,,
,0.005,0.005,,149,,,,
1,,,,149,0.859375,-0.8493861556053162,,
,0.005,0.005,,199,,,,
1,,,,199,0.880859375,-0.8696368932723999,,
1,,,,215,,,0.9336000084877014,-0.9191234111785889
1,,,4.565955638885498,215,,,,
,0.005,0.005,,249,,,,
2,,,,249,0.9375,-0.9270756244659424,,
,0.005,0.005,,299,,,,
2,,,,299,0.970703125,-0.960938036441803,,
2,,,,323,,,0.9545999765396118,-0.9453741312026978
2,,,6.611770153045654,323,,,,
,0.005,0.005,,349,,,,
3,,,,349,0.958984375,-0.9552688002586365,,
,0.005,0.005,,399,,,,
3,,,,399,0.974609375,-0.9670735597610474,,
3,,,,431,,,0.9629999995231628,-0.9550866484642029
3,,,6.266205787658691,431,,,,
,0.005,0.005,,449,,,,
4,,,,449,0.974609375,-0.972615122795105,,
,0.005,0.005,,499,,,,
4,,,,499,0.970703125,-0.9604384899139404,,
4,,,,539,,,0.9613999724388123,-0.9557539820671082
4,,,6.338468074798584,539,,,,
,0.005,0.005,,549,,,,
5,,,,549,0.966796875,-0.9594216346740723,,
,0.005,0.005,,599,,,,
5,,,,599,0.982421875,-0.9770338535308838,,
5,,,,647,,,0.9696000218391418,-0.9624543786048889
5,,,6.421509742736816,647,,,,
,0.005,0.005,,649,,,,
6,,,,649,0.9921875,-0.9865952134132385,,
,0.005,0.005,,699,,,,
6,,,,699,0.98046875,-0.9717784523963928,,
,0.005,0.005,,749,,,,
6,,,,749,0.98046875,-0.9766927361488342,,
6,,,,755,,,0.9703999757766724,-0.9644783139228821
6,,,6.6103973388671875,755,,,,
,0.005,0.005,,799,,,,
7,,,,799,0.986328125,-0.9822580814361572,,
,0.005,0.005,,849,,,,
7,,,,849,0.9765625,-0.9728987216949463,,
7,,,,863,,,0.97079998254776,-0.9655223488807678
7,,,3.6244802474975586,863,,,,
,0.005,0.005,,899,,,,
8,,,,899,0.978515625,-0.9752129316329956,,
,0.005,0.005,,949,,,,
8,,,,949,0.982421875,-0.9809205532073975,,
8,,,,971,,,0.968999981880188,-0.9653176665306091
8,,,5.831784248352051,971,,,,
,0.005,0.005,,999,,,,
9,,,,999,0.986328125,-0.9850851893424988,,
,0.005,0.005,,1049,,,,
9,,,,1049,0.994140625,-0.9885048866271973,,
9,,,,1079,,,0.9724000096321106,-0.9675850868225098
9,,,4.443894386291504,1079,,,,
,0.005,0.005,,1099,,,,
10,,,,1099,0.98828125,-0.9838871359825134,,
,0.005,0.005,,1149,,,,
10,,,,1149,0.994140625,-0.9892523884773254,,
10,,,,1187,,,0.9715999960899353,-0.9665704369544983
10,,,5.51090145111084,1187,,,,
,0.005,0.005,,1199,,,,
11,,,,1199,0.9921875,-0.9895241260528564,,
,0.005,0.005,,1249,,,,
11,,,,1249,0.99609375,-0.9928558468818665,,
11,,,,1295,,,0.972000002861023,-0.9686447978019714
11,,,5.033402442932129,1295,,,,
,0.005,0.005,,1299,,,,
12,,,,1299,0.98828125,-0.9847883582115173,,
,0.005,0.005,,1349,,,,
12,,,,1349,0.994140625,-0.990349531173706,,
,0.005,0.005,,1399,,,,
12,,,,1399,0.98828125,-0.9846996068954468,,
12,,,,1403,,,0.972599983215332,-0.9689298868179321
12,,,4.599252223968506,1403,,,,
,0.005,0.005,,1449,,,,
13,,,,1449,0.990234375,-0.9896296262741089,,
,0.005,0.005,,1499,,,,
13,,,,1499,0.990234375,-0.9883714914321899,,
13,,,,1511,,,0.9753999710083008,-0.9713898301124573
13,,,5.769010066986084,1511,,,,
,0.005,0.005,,1549,,,,
14,,,,1549,0.99609375,-0.9934021830558777,,
,0.005,0.005,,1599,,,,
14,,,,1599,0.986328125,-0.9847294688224792,,
14,,,,1619,,,0.9760000109672546,-0.9715099334716797
14,,,6.474586009979248,1619,,,,
,0.005,0.005,,1649,,,,
15,,,,1649,0.98828125,-0.9881812930107117,,
,0.005,0.005,,1699,,,,
15,,,,1699,0.978515625,-0.9768385887145996,,
15,,,,1727,,,0.9733999967575073,-0.9702106714248657
15,,,7.191845893859863,1727,,,,
,0.005,0.005,,1749,,,,
16,,,,1749,0.990234375,-0.9889457821846008,,
,0.005,0.005,,1799,,,,
16,,,,1799,0.98828125,-0.9872459769248962,,
16,,,,1835,,,0.975600004196167,-0.971976101398468
16,,,3.852510452270508,1835,,,,
,0.005,0.005,,1849,,,,
17,,,,1849,0.990234375,-0.9890656471252441,,
,0.005,0.005,,1899,,,,
17,,,,1899,0.9921875,-0.990800142288208,,
17,,,,1943,,,0.9746000170707703,-0.9720638394355774
17,,,6.485270977020264,1943,,,,
,0.005,0.005,,1949,,,,
18,,,,1949,0.994140625,-0.9927618503570557,,
,0.005,0.005,,1999,,,,
18,,,,1999,0.9921875,-0.9906416535377502,,
18,,,6.806553840637207,1999,,,,
