epoch,lr-CustomAdam/pg1,lr-CustomAdam/pg2,mean_optimizer_step_time_ms,step,train_acc,train_loss,val_acc,val_loss
,0.0005,0.0005,,49,,,,
0,,,,49,0.666015625,-0.5451157093048096,,
,0.0005,0.0005,,99,,,,
0,,,,99,0.732421875,-0.6501136422157288,,
0,,,,107,,,0.7426000237464905,-0.68101567029953
0,,,5.832831859588623,107,,,,
,0.0005,0.0005,,149,,,,
1,,,,149,0.775390625,-0.7309992909431458,,
,0.0005,0.0005,,199,,,,
1,,,,199,0.744140625,-0.7139803171157837,,
1,,,,215,,,0.8227999806404114,-0.7730718851089478
1,,,6.514096260070801,215,,,,
,0.0005,0.0005,,249,,,,
2,,,,249,0.853515625,-0.8140723705291748,,
,0.0005,0.0005,,299,,,,
2,,,,299,0.8359375,-0.8087267875671387,,
2,,,,323,,,0.8453999757766724,-0.8193411827087402
2,,,4.6872239112854,323,,,,
,0.0005,0.0005,,349,,,,
3,,,,349,0.8671875,-0.8406410813331604,,
,0.0005,0.0005,,399,,,,
3,,,,399,0.845703125,-0.8272876143455505,,
3,,,,431,,,0.850600004196167,-0.8319851756095886
3,,,4.392694473266602,431,,,,
,0.0005,0.0005,,449,,,,
4,,,,449,0.861328125,-0.8435054421424866,,
,0.0005,0.0005,,499,,,,
4,,,,499,0.84765625,-0.8260858058929443,,
4,,,,539,,,0.8772000074386597,-0.8521267771720886
4,,,5.878843784332275,539,,,,
,0.0005,0.0005,,549,,,,
5,,,,549,0.91015625,-0.8717924356460571,,
,0.0005,0.0005,,599,,,,
5,,,,599,0.91796875,-0.8894369006156921,,
5,,,,647,,,0.9240000247955322,-0.8997032046318054
5,,,5.9499711990356445,647,,,,
,0.0005,0.0005,,649,,,,
6,,,,649,0.935546875,-0.9123880863189697,,
,0.0005,0.0005,,699,,,,
6,,,,699,0.9375,-0.9163343906402588,,
,0.0005,0.0005,,749,,,,
6,,,,749,0.90625,-0.8850008249282837,,
6,,,,755,,,0.928600013256073,-0.9090430736541748
6,,,7.713235855102539,755,,,,
,0.0005,0.0005,,799,,,,
7,,,,799,0.9296875,-0.9085444808006287,,
,0.0005,0.0005,,849,,,,
7,,,,849,0.958984375,-0.93941730260849,,
7,,,,863,,,0.9337999820709229,-0.9171434640884399
7,,,7.98396110534668,863,,,,
,0.0005,0.0005,,899,,,,
8,,,,899,0.958984375,-0.9482117891311646,,
,0.0005,0.0005,,949,,,,
8,,,,949,0.943359375,-0.9324437379837036,,
8,,,,971,,,0.9376000165939331,-0.9218044877052307
8,,,7.926862716674805,971,,,,
,0.0005,0.0005,,999,,,,
9,,,,999,0.95703125,-0.9411177039146423,,
,0.0005,0.0005,,1049,,,,
9,,,,1049,0.96875,-0.945749044418335,,
9,,,,1079,,,0.9423999786376953,-0.9268527626991272
9,,,3.922996997833252,1079,,,,
,0.0005,0.0005,,1099,,,,
10,,,,1099,0.953125,-0.9457438588142395,,
,0.0005,0.0005,,1149,,,,
10,,,,1149,0.94140625,-0.9260237812995911,,
10,,,,1187,,,0.9437999725341797,-0.9305076003074646
10,,,5.143970966339111,1187,,,,
,0.0005,0.0005,,1199,,,,
11,,,,1199,0.96875,-0.954078733921051,,
,0.0005,0.0005,,1249,,,,
11,,,,1249,0.96484375,-0.9478051662445068,,
11,,,,1295,,,0.9458000063896179,-0.9337666034698486
11,,,7.603549957275391,1295,,,,
,0.0005,0.0005,,1299,,,,
12,,,,1299,0.966796875,-0.9508678913116455,,
,0.0005,0.0005,,1349,,,,
12,,,,1349,0.94921875,-0.9394150972366333,,
,0.0005,0.0005,,1399,,,,
12,,,,1399,0.943359375,-0.9294010996818542,,
12,,,,1403,,,0.9498000144958496,-0.936819314956665
12,,,6.642147064208984,1403,,,,
,0.0005,0.0005,,1449,,,,
13,,,,1449,0.96484375,-0.9450488090515137,,
,0.0005,0.0005,,1499,,,,
13,,,,1499,0.96484375,-0.9497274160385132,,
13,,,,1511,,,0.9517999887466431,-0.9391052722930908
13,,,7.621266841888428,1511,,,,
,0.0005,0.0005,,1549,,,,
14,,,,1549,0.95703125,-0.948337197303772,,
,0.0005,0.0005,,1599,,,,
14,,,,1599,0.97265625,-0.960541307926178,,
14,,,,1619,,,0.9524000287055969,-0.9412246942520142
14,,,5.711424350738525,1619,,,,
,0.0005,0.0005,,1649,,,,
15,,,,1649,0.958984375,-0.9489326477050781,,
,0.0005,0.0005,,1699,,,,
15,,,,1699,0.962890625,-0.9559686183929443,,
15,,,,1727,,,0.9559999704360962,-0.9433959126472473
15,,,4.911130905151367,1727,,,,
,0.0005,0.0005,,1749,,,,
16,,,,1749,0.970703125,-0.9568775296211243,,
,0.0005,0.0005,,1799,,,,
16,,,,1799,0.970703125,-0.9637482762336731,,
16,,,,1835,,,0.9574000239372253,-0.945136308670044
16,,,5.040704727172852,1835,,,,
,0.0005,0.0005,,1849,,,,
17,,,,1849,0.96484375,-0.9517929553985596,,
,0.0005,0.0005,,1899,,,,
17,,,,1899,0.966796875,-0.9589958786964417,,
17,,,,1943,,,0.9557999968528748,-0.9459133744239807
17,,,5.094472408294678,1943,,,,
,0.0005,0.0005,,1949,,,,
18,,,,1949,0.97265625,-0.9670918583869934,,
,0.0005,0.0005,,1999,,,,
18,,,,1999,0.9765625,-0.968349814414978,,
18,,,6.902045726776123,1999,,,,
