epoch,lr-AdamW/pg1,lr-AdamW/pg2,mean_optimizer_step_time_ms,step,train_acc,train_loss,val_acc,val_loss
,0.00047500000000249995,0.00047500000000249995,,49,,,,
0,,,,49,0.521484375,-0.43720877170562744,,
,0.00047500000000249995,0.00047500000000249995,,99,,,,
0,,,,99,0.650390625,-0.5952744483947754,,
0,,,,107,,,0.6633999943733215,-0.6135039925575256
0,,,5.223898887634277,107,,,,
,0.00047500000000249995,0.00047500000000249995,,149,,,,
1,,,,149,0.623046875,-0.5938289761543274,,
,0.00047500000000249995,0.00047500000000249995,,199,,,,
1,,,,199,0.73046875,-0.6889698505401611,,
1,,,,215,,,0.7516000270843506,-0.7149260640144348
1,,,3.9643115997314453,215,,,,
,0.00047500000000249995,0.00047500000000249995,,249,,,,
2,,,,249,0.748046875,-0.715501070022583,,
,0.00047500000000249995,0.00047500000000249995,,299,,,,
2,,,,299,0.771484375,-0.7525063157081604,,
2,,,,323,,,0.76419997215271,-0.7427234649658203
2,,,6.420118808746338,323,,,,
,0.00047500000000249995,0.00047500000000249995,,349,,,,
3,,,,349,0.7578125,-0.7438172698020935,,
,0.00047500000000249995,0.00047500000000249995,,399,,,,
3,,,,399,0.7421875,-0.721333384513855,,
3,,,,431,,,0.7699999809265137,-0.7532931566238403
3,,,6.1150102615356445,431,,,,
,0.00047500000000249995,0.00047500000000249995,,449,,,,
4,,,,449,0.783203125,-0.7705981135368347,,
,0.00047500000000249995,0.00047500000000249995,,499,,,,
4,,,,499,0.751953125,-0.7316712737083435,,
4,,,,539,,,0.774399995803833,-0.7598286867141724
4,,,7.644125938415527,539,,,,
,0.00047500000000249995,0.00047500000000249995,,549,,,,
5,,,,549,0.791015625,-0.7814183831214905,,
,0.00047500000000249995,0.00047500000000249995,,599,,,,
5,,,,599,0.783203125,-0.7686614394187927,,
5,,,,647,,,0.7764000296592712,-0.7656934857368469
5,,,5.825837135314941,647,,,,
,0.00047500000000249995,0.00047500000000249995,,649,,,,
6,,,,649,0.79296875,-0.7811658978462219,,
,0.00047500000000249995,0.00047500000000249995,,699,,,,
6,,,,699,0.849609375,-0.8176009058952332,,
