epoch,lr-AdamW/pg1,lr-AdamW/pg2,mean_optimizer_step_time_ms,step,train_acc,train_loss,val_acc,val_loss
,0.0009500000000049999,0.0009500000000049999,,49,,,,
0,,,,49,0.642578125,-0.5762118101119995,,
,0.0009500000000049999,0.0009500000000049999,,99,,,,
0,,,,99,0.693359375,-0.6496663689613342,,
0,,,,107,,,0.7616000175476074,-0.7306581735610962
0,,,5.616927146911621,107,,,,
,0.0009500000000049999,0.0009500000000049999,,149,,,,
1,,,,149,0.8203125,-0.7823318243026733,,
,0.0009500000000049999,0.0009500000000049999,,199,,,,
1,,,,199,0.8359375,-0.8177162408828735,,
1,,,,215,,,0.8485999703407288,-0.8271358609199524
1,,,6.190114974975586,215,,,,
,0.0009500000000049999,0.0009500000000049999,,249,,,,
2,,,,249,0.8359375,-0.8193239569664001,,
,0.0009500000000049999,0.0009500000000049999,,299,,,,
2,,,,299,0.875,-0.8557283282279968,,
2,,,,323,,,0.8555999994277954,-0.8411682844161987
2,,,4.738612651824951,323,,,,
,0.0009500000000049999,0.0009500000000049999,,349,,,,
3,,,,349,0.833984375,-0.8183752298355103,,
,0.0009500000000049999,0.0009500000000049999,,399,,,,
3,,,,399,0.873046875,-0.8575897216796875,,
3,,,,431,,,0.8632000088691711,-0.850553035736084
3,,,5.251187801361084,431,,,,
,0.0009500000000049999,0.0009500000000049999,,449,,,,
4,,,,449,0.91015625,-0.8688594698905945,,
,0.0009500000000049999,0.0009500000000049999,,499,,,,
4,,,,499,0.92578125,-0.9057019352912903,,
4,,,,539,,,0.9366000294685364,-0.9185034036636353
4,,,7.358241558074951,539,,,,
,0.0009500000000049999,0.0009500000000049999,,549,,,,
5,,,,549,0.931640625,-0.9132751822471619,,
,0.0009500000000049999,0.0009500000000049999,,599,,,,
5,,,,599,0.951171875,-0.9386433959007263,,
5,,,,647,,,0.9444000124931335,-0.929771363735199
5,,,6.718959331512451,647,,,,
,0.0009500000000049999,0.0009500000000049999,,649,,,,
6,,,,649,0.9609375,-0.9488613605499268,,
,0.0009500000000049999,0.0009500000000049999,,699,,,,
6,,,,699,0.9453125,-0.928805410861969,,
,0.0009500000000049999,0.0009500000000049999,,749,,,,
6,,,,749,0.96484375,-0.9457302093505859,,
6,,,,755,,,0.9490000009536743,-0.9362185597419739
6,,,7.024336338043213,755,,,,
,0.0009500000000049999,0.0009500000000049999,,799,,,,
7,,,,799,0.9609375,-0.9447466135025024,,
,0.0009500000000049999,0.0009500000000049999,,849,,,,
7,,,,849,0.955078125,-0.9377008080482483,,
7,,,,863,,,0.9535999894142151,-0.9419994354248047
7,,,4.945673942565918,863,,,,
,0.0009500000000049999,0.0009500000000049999,,899,,,,
8,,,,899,0.94921875,-0.9366170763969421,,
,0.0009500000000049999,0.0009500000000049999,,949,,,,
8,,,,949,0.96484375,-0.9514841437339783,,
8,,,,971,,,0.9557999968528748,-0.9447980523109436
8,,,5.991230487823486,971,,,,
,0.0009500000000049999,0.0009500000000049999,,999,,,,
9,,,,999,0.96875,-0.960196852684021,,
,0.0009500000000049999,0.0009500000000049999,,1049,,,,
9,,,,1049,0.96875,-0.9564431309700012,,
9,,,,1079,,,0.9567999839782715,-0.9473462700843811
9,,,6.807623386383057,1079,,,,
,0.0009500000000049999,0.0009500000000049999,,1099,,,,
10,,,,1099,0.974609375,-0.9603548645973206,,
,0.0009500000000049999,0.0009500000000049999,,1149,,,,
10,,,,1149,0.97265625,-0.9633519649505615,,
10,,,,1187,,,0.9606000185012817,-0.9504066109657288
10,,,5.162623405456543,1187,,,,
,0.0009500000000049999,0.0009500000000049999,,1199,,,,
11,,,,1199,0.978515625,-0.9674542546272278,,
,0.0009500000000049999,0.0009500000000049999,,1249,,,,
11,,,,1249,0.978515625,-0.9679712653160095,,
11,,,,1295,,,0.9599999785423279,-0.9519901275634766
11,,,5.003009796142578,1295,,,,
,0.0009500000000049999,0.0009500000000049999,,1299,,,,
12,,,,1299,0.96875,-0.9633615612983704,,
,0.0009500000000049999,0.0009500000000049999,,1349,,,,
12,,,,1349,0.97265625,-0.9642162919044495,,
,0.0009500000000049999,0.0009500000000049999,,1399,,,,
12,,,,1399,0.96484375,-0.956168532371521,,
12,,,,1403,,,0.9599999785423279,-0.9532504081726074
12,,,7.310929298400879,1403,,,,
,0.0009500000000049999,0.0009500000000049999,,1449,,,,
13,,,,1449,0.982421875,-0.9714368581771851,,
,0.0009500000000049999,0.0009500000000049999,,1499,,,,
13,,,,1499,0.97265625,-0.9639495611190796,,
13,,,,1511,,,0.9639999866485596,-0.9554473757743835
13,,,6.668886661529541,1511,,,,
,0.0009500000000049999,0.0009500000000049999,,1549,,,,
14,,,,1549,0.97265625,-0.9659081697463989,,
,0.0009500000000049999,0.0009500000000049999,,1599,,,,
14,,,,1599,0.9765625,-0.9691529870033264,,
14,,,,1619,,,0.9642000198364258,-0.9568220973014832
14,,,7.206733703613281,1619,,,,
,0.0009500000000049999,0.0009500000000049999,,1649,,,,
15,,,,1649,0.96875,-0.962039053440094,,
,0.0009500000000049999,0.0009500000000049999,,1699,,,,
