epoch,lr-CustomAdam/pg1,lr-CustomAdam/pg2,mean_optimizer_step_time_ms,step,train_acc,train_loss,val_acc,val_loss
,0.001,0.001,,49,,,,
0,,,,49,0.68359375,-0.6383964419364929,,
,0.001,0.001,,99,,,,
0,,,,99,0.66015625,-0.6422656774520874,,
0,,,,107,,,0.7148000001907349,-0.6791816353797913
0,,,6.6180033683776855,107,,,,
,0.001,0.001,,149,,,,
1,,,,149,0.70703125,-0.6827690005302429,,
,0.001,0.001,,199,,,,
1,,,,199,0.748046875,-0.732151448726654,,
1,,,,215,,,0.7689999938011169,-0.7516472935676575
1,,,8.03078842163086,215,,,,
,0.001,0.001,,249,,,,
2,,,,249,0.75390625,-0.743108332157135,,
,0.001,0.001,,299,,,,
2,,,,299,0.77734375,-0.773500919342041,,
2,,,,323,,,0.7771999835968018,-0.7639464139938354
2,,,5.6593122482299805,323,,,,
,0.001,0.001,,349,,,,
3,,,,349,0.77734375,-0.7648864388465881,,
,0.001,0.001,,399,,,,
3,,,,399,0.8203125,-0.7932853698730469,,
3,,,,431,,,0.8521999716758728,-0.8319434523582458
3,,,5.991215705871582,431,,,,
,0.001,0.001,,449,,,,
4,,,,449,0.873046875,-0.8602074384689331,,
,0.001,0.001,,499,,,,
4,,,,499,0.845703125,-0.8280203342437744,,
4,,,,539,,,0.8583999872207642,-0.8444949984550476
4,,,5.002885341644287,539,,,,
,0.001,0.001,,549,,,,
5,,,,549,0.87109375,-0.8591015934944153,,
,0.001,0.001,,599,,,,
5,,,,599,0.875,-0.8586435317993164,,
5,,,,647,,,0.8640000224113464,-0.8507711887359619
5,,,5.719779014587402,647,,,,
,0.001,0.001,,649,,,,
6,,,,649,0.880859375,-0.8682233095169067,,
,0.001,0.001,,699,,,,
6,,,,699,0.876953125,-0.86521315574646,,
,0.001,0.001,,749,,,,
6,,,,749,0.88671875,-0.8699430227279663,,
6,,,,755,,,0.8641999959945679,-0.8553281426429749
6,,,3.80007266998291,755,,,,
,0.001,0.001,,799,,,,
7,,,,799,0.873046875,-0.863966166973114,,
,0.001,0.001,,849,,,,
7,,,,849,0.85546875,-0.8450973033905029,,
7,,,,863,,,0.8682000041007996,-0.8593685626983643
7,,,7.337164878845215,863,,,,
,0.001,0.001,,899,,,,
8,,,,899,0.87109375,-0.8595967888832092,,
,0.001,0.001,,949,,,,
8,,,,949,0.939453125,-0.9177859425544739,,
8,,,,971,,,0.9517999887466431,-0.9369678497314453
8,,,7.765510082244873,971,,,,
,0.001,0.001,,999,,,,
9,,,,999,0.966796875,-0.95559161901474,,
,0.001,0.001,,1049,,,,
9,,,,1049,0.958984375,-0.9516752362251282,,
9,,,,1079,,,0.9571999907493591,-0.9457510709762573
9,,,4.946186065673828,1079,,,,
,0.001,0.001,,1099,,,,
10,,,,1099,0.97265625,-0.9611345529556274,,
,0.001,0.001,,1149,,,,
10,,,,1149,0.96484375,-0.9487939476966858,,
10,,,,1187,,,0.9602000117301941,-0.9499756097793579
10,,,6.946310043334961,1187,,,,
,0.001,0.001,,1199,,,,
11,,,,1199,0.96875,-0.96262526512146,,
,0.001,0.001,,1249,,,,
11,,,,1249,0.970703125,-0.9609185457229614,,
11,,,,1295,,,0.9624000191688538,-0.9530014395713806
11,,,6.372334957122803,1295,,,,
,0.001,0.001,,1299,,,,
12,,,,1299,0.978515625,-0.9688078165054321,,
,0.001,0.001,,1349,,,,
12,,,,1349,0.9765625,-0.9689767956733704,,
,0.001,0.001,,1399,,,,
12,,,,1399,0.96875,-0.9593079686164856,,
12,,,,1403,,,0.9635999798774719,-0.9556030035018921
12,,,4.312311172485352,1403,,,,
,0.001,0.001,,1449,,,,
13,,,,1449,0.966796875,-0.9563854336738586,,
,0.001,0.001,,1499,,,,
13,,,,1499,0.96875,-0.9619840979576111,,
13,,,,1511,,,0.9646000266075134,-0.9567916989326477
13,,,7.970797538757324,1511,,,,
,0.001,0.001,,1549,,,,
14,,,,1549,0.978515625,-0.9709154367446899,,
,0.001,0.001,,1599,,,,
14,,,,1599,0.978515625,-0.9729782938957214,,
14,,,,1619,,,0.9652000069618225,-0.9580134749412537
14,,,6.361539363861084,1619,,,,
,0.001,0.001,,1649,,,,
15,,,,1649,0.982421875,-0.9729585647583008,,
,0.001,0.001,,1699,,,,
15,,,,1699,0.984375,-0.9778426885604858,,
15,,,,1727,,,0.9664000272750854,-0.9595581889152527
15,,,5.395404815673828,1727,,,,
,0.001,0.001,,1749,,,,
16,,,,1749,0.982421875,-0.9745349287986755,,
,0.001,0.001,,1799,,,,
16,,,,1799,0.984375,-0.9748987555503845,,
16,,,,1835,,,0.9682000279426575,-0.9608473777770996
16,,,7.033292293548584,1835,,,,
,0.001,0.001,,1849,,,,
17,,,,1849,0.984375,-0.976520299911499,,
,0.001,0.001,,1899,,,,
17,,,,1899,0.98046875,-0.9721430540084839,,
17,,,,1943,,,0.9679999947547913,-0.9619354605674744
17,,,6.486399173736572,1943,,,,
,0.001,0.001,,1949,,,,
18,,,,1949,0.982421875,-0.9743439555168152,,
,0.001,0.001,,1999,,,,
18,,,,1999,0.9921875,-0.9834350943565369,,
18,,,6.940112590789795,1999,,,,
