epoch,lr-CustomAdam/pg1,lr-CustomAdam/pg2,mean_optimizer_step_time_ms,step,train_acc,train_loss,val_acc,val_loss
,0.001,0.001,,49,,,,
0,,,,49,0.650390625,-0.6080749034881592,,
,0.001,0.001,,99,,,,
0,,,,99,0.794921875,-0.7369898557662964,,
0,,,,107,,,0.8352000117301941,-0.7954061031341553
0,,,6.506711483001709,107,,,,
,0.001,0.001,,149,,,,
1,,,,149,0.81640625,-0.7933928966522217,,
,0.001,0.001,,199,,,,
1,,,,199,0.8359375,-0.8235954642295837,,
1,,,,215,,,0.852400004863739,-0.8323389887809753
1,,,3.5689852237701416,215,,,,
,0.001,0.001,,249,,,,
2,,,,249,0.837890625,-0.8221820592880249,,
,0.001,0.001,,299,,,,
2,,,,299,0.876953125,-0.8590527176856995,,
2,,,,323,,,0.8582000136375427,-0.8442318439483643
2,,,4.498054504394531,323,,,,
,0.001,0.001,,349,,,,
3,,,,349,0.8359375,-0.8206948637962341,,
,0.001,0.001,,399,,,,
3,,,,399,0.8984375,-0.8733106851577759,,
3,,,,431,,,0.9305999875068665,-0.9052879810333252
3,,,5.287106990814209,431,,,,
,0.001,0.001,,449,,,,
4,,,,449,0.935546875,-0.912842869758606,,
,0.001,0.001,,499,,,,
4,,,,499,0.935546875,-0.9150208234786987,,
4,,,,539,,,0.9404000043869019,-0.9244926571846008
4,,,5.107113361358643,539,,,,
,0.001,0.001,,549,,,,
5,,,,549,0.9375,-0.9201467633247375,,
,0.001,0.001,,599,,,,
5,,,,599,0.953125,-0.9424241781234741,,
5,,,,647,,,0.9472000002861023,-0.9333530068397522
5,,,6.2736430168151855,647,,,,
,0.001,0.001,,649,,,,
6,,,,649,0.9609375,-0.9515290260314941,,
,0.001,0.001,,699,,,,
6,,,,699,0.94921875,-0.9323958158493042,,
,0.001,0.001,,749,,,,
6,,,,749,0.96484375,-0.9485442638397217,,
6,,,,755,,,0.9508000016212463,-0.9392839670181274
6,,,5.886882781982422,755,,,,
,0.001,0.001,,799,,,,
7,,,,799,0.96484375,-0.94869065284729,,
,0.001,0.001,,849,,,,
7,,,,849,0.958984375,-0.9412117004394531,,
7,,,,863,,,0.9552000164985657,-0.9441721439361572
7,,,7.162713050842285,863,,,,
,0.001,0.001,,899,,,,
8,,,,899,0.955078125,-0.9404240250587463,,
,0.001,0.001,,949,,,,
8,,,,949,0.96875,-0.9548885226249695,,
8,,,,971,,,0.9574000239372253,-0.9467715620994568
8,,,6.598278522491455,971,,,,
,0.001,0.001,,999,,,,
9,,,,999,0.96875,-0.961057722568512,,
,0.001,0.001,,1049,,,,
9,,,,1049,0.970703125,-0.9590237140655518,,
9,,,,1079,,,0.9580000042915344,-0.9489870071411133
9,,,6.273414611816406,1079,,,,
,0.001,0.001,,1099,,,,
10,,,,1099,0.97265625,-0.9620311260223389,,
,0.001,0.001,,1149,,,,
10,,,,1149,0.97265625,-0.9641797542572021,,
10,,,,1187,,,0.9620000123977661,-0.9520738124847412
10,,,5.061958312988281,1187,,,,
,0.001,0.001,,1199,,,,
11,,,,1199,0.982421875,-0.9697446227073669,,
,0.001,0.001,,1249,,,,
11,,,,1249,0.978515625,-0.9694359302520752,,
11,,,,1295,,,0.9620000123977661,-0.9535136818885803
11,,,7.2210235595703125,1295,,,,
,0.001,0.001,,1299,,,,
12,,,,1299,0.97265625,-0.965446949005127,,
,0.001,0.001,,1349,,,,
12,,,,1349,0.974609375,-0.9670008420944214,,
,0.001,0.001,,1399,,,,
12,,,,1399,0.962890625,-0.9574036598205566,,
12,,,,1403,,,0.9625999927520752,-0.9549583792686462
12,,,8.11308765411377,1403,,,,
,0.001,0.001,,1449,,,,
13,,,,1449,0.98046875,-0.9719268083572388,,
,0.001,0.001,,1499,,,,
13,,,,1499,0.97265625,-0.9663912057876587,,
13,,,,1511,,,0.9646000266075134,-0.9569094777107239
13,,,6.366305828094482,1511,,,,
,0.001,0.001,,1549,,,,
14,,,,1549,0.9765625,-0.968614935874939,,
,0.001,0.001,,1599,,,,
14,,,,1599,0.9765625,-0.9706329107284546,,
14,,,,1619,,,0.9643999934196472,-0.9579264521598816
14,,,6.348933219909668,1619,,,,
,0.001,0.001,,1649,,,,
15,,,,1649,0.970703125,-0.9653751850128174,,
,0.001,0.001,,1699,,,,
15,,,,1699,0.958984375,-0.9565353393554688,,
15,,,,1727,,,0.9656000137329102,-0.9593653082847595
15,,,4.388854503631592,1727,,,,
,0.001,0.001,,1749,,,,
16,,,,1749,0.984375,-0.9760128855705261,,
,0.001,0.001,,1799,,,,
16,,,,1799,0.98046875,-0.9739805459976196,,
16,,,,1835,,,0.9667999744415283,-0.9598910212516785
16,,,6.4867706298828125,1835,,,,
,0.001,0.001,,1849,,,,
17,,,,1849,0.98046875,-0.9742148518562317,,
,0.001,0.001,,1899,,,,
17,,,,1899,0.986328125,-0.980979859828949,,
17,,,,1943,,,0.9678000211715698,-0.9610766768455505
17,,,6.500520706176758,1943,,,,
,0.001,0.001,,1949,,,,
18,,,,1949,0.98046875,-0.9728201627731323,,
,0.001,0.001,,1999,,,,
18,,,,1999,0.984375,-0.9754104018211365,,
18,,,8.20909595489502,1999,,,,
