epoch,lr-CustomAdam/pg1,lr-CustomAdam/pg2,mean_optimizer_step_time_ms,step,train_acc,train_loss,val_acc,val_loss
,0.0001,0.0001,,49,,,,
0,,,,49,0.373046875,-0.1918267160654068,,
,0.0001,0.0001,,99,,,,
0,,,,99,0.451171875,-0.31927943229675293,,
0,,,,107,,,0.4745999872684479,-0.34641945362091064
0,,,7.793743133544922,107,,,,
,0.0001,0.0001,,149,,,,
1,,,,149,0.4453125,-0.37339097261428833,,
,0.0001,0.0001,,199,,,,
1,,,,199,0.576171875,-0.47439295053482056,,
1,,,,215,,,0.5604000091552734,-0.47337183356285095
1,,,4.388052940368652,215,,,,
,0.0001,0.0001,,249,,,,
2,,,,249,0.583984375,-0.49569860100746155,,
,0.0001,0.0001,,299,,,,
2,,,,299,0.658203125,-0.561556339263916,,
2,,,,323,,,0.652400016784668,-0.5667579770088196
2,,,6.788547039031982,323,,,,
,0.0001,0.0001,,349,,,,
3,,,,349,0.638671875,-0.5739173293113708,,
,0.0001,0.0001,,399,,,,
3,,,,399,0.640625,-0.5882599353790283,,
3,,,,431,,,0.6629999876022339,-0.6061010956764221
3,,,8.282367706298828,431,,,,
,0.0001,0.0001,,449,,,,
4,,,,449,0.6796875,-0.6268986463546753,,
,0.0001,0.0001,,499,,,,
4,,,,499,0.66015625,-0.6180130839347839,,
4,,,,539,,,0.6704000234603882,-0.6259678602218628
4,,,6.715119361877441,539,,,,
,0.0001,0.0001,,549,,,,
5,,,,549,0.6875,-0.6450371742248535,,
,0.0001,0.0001,,599,,,,
5,,,,599,0.65625,-0.6204434633255005,,
5,,,,647,,,0.673799991607666,-0.6381040811538696
5,,,6.118730545043945,647,,,,
,0.0001,0.0001,,649,,,,
6,,,,649,0.6953125,-0.6654723882675171,,
,0.0001,0.0001,,699,,,,
6,,,,699,0.650390625,-0.6258599758148193,,
,0.0001,0.0001,,749,,,,
6,,,,749,0.669921875,-0.6391974687576294,,
6,,,,755,,,0.6783999800682068,-0.6469693183898926
6,,,5.898773193359375,755,,,,
,0.0001,0.0001,,799,,,,
7,,,,799,0.69140625,-0.6594899892807007,,
,0.0001,0.0001,,849,,,,
7,,,,849,0.66015625,-0.6392308473587036,,
7,,,,863,,,0.6801999807357788,-0.6538138389587402
7,,,3.8286163806915283,863,,,,
,0.0001,0.0001,,899,,,,
8,,,,899,0.6640625,-0.6481613516807556,,
,0.0001,0.0001,,949,,,,
8,,,,949,0.69921875,-0.6618154048919678,,
8,,,,971,,,0.7444000244140625,-0.6943145990371704
8,,,5.823899269104004,971,,,,
,0.0001,0.0001,,999,,,,
9,,,,999,0.734375,-0.6894984245300293,,
,0.0001,0.0001,,1049,,,,
9,,,,1049,0.740234375,-0.7018609642982483,,
9,,,,1079,,,0.7563999891281128,-0.7181043028831482
9,,,6.861316680908203,1079,,,,
,0.0001,0.0001,,1099,,,,
10,,,,1099,0.791015625,-0.7481886148452759,,
,0.0001,0.0001,,1149,,,,
10,,,,1149,0.728515625,-0.6972736716270447,,
10,,,,1187,,,0.7608000040054321,-0.7279915809631348
10,,,6.1613240242004395,1187,,,,
,0.0001,0.0001,,1199,,,,
11,,,,1199,0.759765625,-0.7209820747375488,,
,0.0001,0.0001,,1249,,,,
11,,,,1249,0.74609375,-0.7206688523292542,,
11,,,,1295,,,0.7631999850273132,-0.7348678708076477
11,,,5.073160171508789,1295,,,,
,0.0001,0.0001,,1299,,,,
12,,,,1299,0.779296875,-0.7506791353225708,,
,0.0001,0.0001,,1349,,,,
12,,,,1349,0.78125,-0.7527281045913696,,
,0.0001,0.0001,,1399,,,,
12,,,,1399,0.759765625,-0.7280598282814026,,
12,,,,1403,,,0.7638000249862671,-0.7396170496940613
12,,,7.101212978363037,1403,,,,
,0.0001,0.0001,,1449,,,,
13,,,,1449,0.7578125,-0.7369405031204224,,
,0.0001,0.0001,,1499,,,,
13,,,,1499,0.73046875,-0.719916582107544,,
13,,,,1511,,,0.7662000060081482,-0.7435097098350525
13,,,5.434771537780762,1511,,,,
,0.0001,0.0001,,1549,,,,
14,,,,1549,0.787109375,-0.7630579471588135,,
,0.0001,0.0001,,1599,,,,
14,,,,1599,0.771484375,-0.749182939529419,,
14,,,,1619,,,0.7671999931335449,-0.7466703057289124
14,,,5.377099990844727,1619,,,,
,0.0001,0.0001,,1649,,,,
15,,,,1649,0.76953125,-0.7545720338821411,,
,0.0001,0.0001,,1699,,,,
15,,,,1699,0.810546875,-0.788337230682373,,
15,,,,1727,,,0.7694000005722046,-0.7492912411689758
15,,,8.135697364807129,1727,,,,
,0.0001,0.0001,,1749,,,,
16,,,,1749,0.767578125,-0.751530647277832,,
,0.0001,0.0001,,1799,,,,
16,,,,1799,0.740234375,-0.7265145182609558,,
16,,,,1835,,,0.7706000208854675,-0.7519638538360596
16,,,7.978702545166016,1835,,,,
,0.0001,0.0001,,1849,,,,
17,,,,1849,0.75390625,-0.7397590279579163,,
,0.0001,0.0001,,1899,,,,
17,,,,1899,0.765625,-0.7456846237182617,,
17,,,,1943,,,0.7717999815940857,-0.7537565231323242
17,,,5.515964508056641,1943,,,,
,0.0001,0.0001,,1949,,,,
18,,,,1949,0.759765625,-0.7440503239631653,,
,0.0001,0.0001,,1999,,,,
18,,,,1999,0.763671875,-0.7512282729148865,,
18,,,7.294243812561035,1999,,,,
