epoch,lr-AdamW/pg1,lr-AdamW/pg2,mean_optimizer_step_time_ms,step,train_acc,train_loss,val_acc,val_loss
,0.0009500000000049999,0.0009500000000049999,,49,,,,
0,,,,49,0.740234375,-0.6482981443405151,,
,0.0009500000000049999,0.0009500000000049999,,99,,,,
0,,,,99,0.744140625,-0.7093396782875061,,
0,,,,107,,,0.7558000087738037,-0.729138195514679
0,,,7.35907506942749,107,,,,
,0.0009500000000049999,0.0009500000000049999,,149,,,,
1,,,,149,0.841796875,-0.8023462295532227,,
,0.0009500000000049999,0.0009500000000049999,,199,,,,
1,,,,199,0.82421875,-0.7978159785270691,,
1,,,,215,,,0.847000002861023,-0.8261989951133728
1,,,5.007064342498779,215,,,,
,0.0009500000000049999,0.0009500000000049999,,249,,,,
2,,,,249,0.8671875,-0.849982738494873,,
,0.0009500000000049999,0.0009500000000049999,,299,,,,
2,,,,299,0.85546875,-0.8357224464416504,,
2,,,,323,,,0.8551999926567078,-0.8416330218315125
2,,,6.498293876647949,323,,,,
,0.0009500000000049999,0.0009500000000049999,,349,,,,
3,,,,349,0.880859375,-0.8640236854553223,,
,0.0009500000000049999,0.0009500000000049999,,399,,,,
3,,,,399,0.8515625,-0.8438456654548645,,
3,,,,431,,,0.9186000227928162,-0.8904222846031189
3,,,5.139093399047852,431,,,,
,0.0009500000000049999,0.0009500000000049999,,449,,,,
4,,,,449,0.9296875,-0.9060735702514648,,
,0.0009500000000049999,0.0009500000000049999,,499,,,,
4,,,,499,0.923828125,-0.9027119278907776,,
4,,,,539,,,0.9330000281333923,-0.9168701171875
4,,,4.9900007247924805,539,,,,
,0.0009500000000049999,0.0009500000000049999,,549,,,,
5,,,,549,0.955078125,-0.9357810020446777,,
,0.0009500000000049999,0.0009500000000049999,,599,,,,
5,,,,599,0.9453125,-0.9293934106826782,,
5,,,,647,,,0.9416000247001648,-0.9266224503517151
5,,,5.286354064941406,647,,,,
,0.0009500000000049999,0.0009500000000049999,,649,,,,
6,,,,649,0.955078125,-0.9388149380683899,,
,0.0009500000000049999,0.0009500000000049999,,699,,,,
6,,,,699,0.953125,-0.9403458833694458,,
,0.0009500000000049999,0.0009500000000049999,,749,,,,
6,,,,749,0.931640625,-0.9171302914619446,,
6,,,,755,,,0.9440000057220459,-0.9322726726531982
6,,,5.669131755828857,755,,,,
,0.0009500000000049999,0.0009500000000049999,,799,,,,
7,,,,799,0.94921875,-0.9371362924575806,,
,0.0009500000000049999,0.0009500000000049999,,849,,,,
7,,,,849,0.9765625,-0.9606673121452332,,
7,,,,863,,,0.9495999813079834,-0.9386690258979797
7,,,4.4601969718933105,863,,,,
,0.0009500000000049999,0.0009500000000049999,,899,,,,
8,,,,899,0.978515625,-0.9699438810348511,,
,0.0009500000000049999,0.0009500000000049999,,949,,,,
