epoch,lr-CustomAdam/pg1,lr-CustomAdam/pg2,mean_optimizer_step_time_ms,step,train_acc,train_loss,val_acc,val_loss
,0.0001,0.0001,,49,,,,
0,,,,49,0.291015625,-0.18569315969944,,
,0.0001,0.0001,,99,,,,
0,,,,99,0.46875,-0.31560051441192627,,
0,,,,107,,,0.47760000824928284,-0.3440713584423065
0,,,5.344448089599609,107,,,,
,0.0001,0.0001,,149,,,,
1,,,,149,0.548828125,-0.41921719908714294,,
,0.0001,0.0001,,199,,,,
1,,,,199,0.662109375,-0.47538381814956665,,
1,,,,215,,,0.698199987411499,-0.522748589515686
1,,,5.5499587059021,215,,,,
,0.0001,0.0001,,249,,,,
2,,,,249,0.732421875,-0.5743126273155212,,
,0.0001,0.0001,,299,,,,
2,,,,299,0.712890625,-0.5995064377784729,,
2,,,,323,,,0.730400025844574,-0.6181273460388184
2,,,5.736135959625244,323,,,,
,0.0001,0.0001,,349,,,,
3,,,,349,0.740234375,-0.6321868300437927,,
,0.0001,0.0001,,399,,,,
3,,,,399,0.7578125,-0.6582521796226501,,
3,,,,431,,,0.741599977016449,-0.6648793816566467
3,,,4.384027004241943,431,,,,
,0.0001,0.0001,,449,,,,
4,,,,449,0.767578125,-0.6857160329818726,,
,0.0001,0.0001,,499,,,,
4,,,,499,0.744140625,-0.679038405418396,,
4,,,,539,,,0.7480000257492065,-0.6911436319351196
4,,,7.124654769897461,539,,,,
,0.0001,0.0001,,549,,,,
5,,,,549,0.7421875,-0.685798704624176,,
,0.0001,0.0001,,599,,,,
5,,,,599,0.748046875,-0.6974931955337524,,
5,,,,647,,,0.753000020980835,-0.7074929475784302
5,,,5.793027877807617,647,,,,
,0.0001,0.0001,,649,,,,
6,,,,649,0.74609375,-0.7029410004615784,,
,0.0001,0.0001,,699,,,,
6,,,,699,0.783203125,-0.7351589798927307,,
,0.0001,0.0001,,749,,,,
6,,,,749,0.7265625,-0.680341899394989,,
6,,,,755,,,0.7567999958992004,-0.7188078165054321
6,,,4.8180742263793945,755,,,,
,0.0001,0.0001,,799,,,,
7,,,,799,0.732421875,-0.6955694556236267,,
,0.0001,0.0001,,849,,,,
7,,,,849,0.76953125,-0.7296690940856934,,
7,,,,863,,,0.7598000168800354,-0.7272229194641113
7,,,4.4259467124938965,863,,,,
,0.0001,0.0001,,899,,,,
8,,,,899,0.7421875,-0.7073953151702881,,
,0.0001,0.0001,,949,,,,
8,,,,949,0.7578125,-0.7243697047233582,,
8,,,,971,,,0.7616000175476074,-0.7337113618850708
8,,,6.696400165557861,971,,,,
,0.0001,0.0001,,999,,,,
9,,,,999,0.775390625,-0.7390034794807434,,
,0.0001,0.0001,,1049,,,,
9,,,,1049,0.74609375,-0.7239341735839844,,
9,,,,1079,,,0.7639999985694885,-0.7395235300064087
9,,,5.700515270233154,1079,,,,
,0.0001,0.0001,,1099,,,,
10,,,,1099,0.78125,-0.7592600584030151,,
,0.0001,0.0001,,1149,,,,
10,,,,1149,0.779296875,-0.7390789985656738,,
10,,,,1187,,,0.8299999833106995,-0.7800448536872864
10,,,5.786248207092285,1187,,,,
,0.0001,0.0001,,1199,,,,
11,,,,1199,0.837890625,-0.782869279384613,,
,0.0001,0.0001,,1249,,,,
11,,,,1249,0.84375,-0.802005410194397,,
11,,,,1295,,,0.8410000205039978,-0.8011830449104309
11,,,4.916335582733154,1295,,,,
,0.0001,0.0001,,1299,,,,
12,,,,1299,0.841796875,-0.7997286319732666,,
,0.0001,0.0001,,1349,,,,
12,,,,1349,0.84375,-0.7996751070022583,,
,0.0001,0.0001,,1399,,,,
12,,,,1399,0.798828125,-0.7675970792770386,,
12,,,,1403,,,0.843999981880188,-0.8105375170707703
12,,,6.599287509918213,1403,,,,
,0.0001,0.0001,,1449,,,,
13,,,,1449,0.8359375,-0.8125676512718201,,
,0.0001,0.0001,,1499,,,,
13,,,,1499,0.841796875,-0.8183848857879639,,
13,,,,1511,,,0.8460000157356262,-0.8166164755821228
13,,,4.208512306213379,1511,,,,
,0.0001,0.0001,,1549,,,,
14,,,,1549,0.83203125,-0.8041618466377258,,
,0.0001,0.0001,,1599,,,,
14,,,,1599,0.86328125,-0.8374571204185486,,
14,,,,1619,,,0.847599983215332,-0.8214349746704102
14,,,2.892408609390259,1619,,,,
,0.0001,0.0001,,1649,,,,
15,,,,1649,0.849609375,-0.8152843713760376,,
,0.0001,0.0001,,1699,,,,
15,,,,1699,0.873046875,-0.8464269042015076,,
15,,,,1727,,,0.8492000102996826,-0.8252665996551514
15,,,7.1919169425964355,1727,,,,
,0.0001,0.0001,,1749,,,,
16,,,,1749,0.85546875,-0.8303200602531433,,
,0.0001,0.0001,,1799,,,,
16,,,,1799,0.876953125,-0.8536728620529175,,
16,,,,1835,,,0.8503999710083008,-0.8281181454658508
16,,,7.181911945343018,1835,,,,
,0.0001,0.0001,,1849,,,,
17,,,,1849,0.8671875,-0.8424443602561951,,
,0.0001,0.0001,,1899,,,,
17,,,,1899,0.826171875,-0.8051517009735107,,
17,,,,1943,,,0.8521999716758728,-0.830390989780426
17,,,6.313235759735107,1943,,,,
,0.0001,0.0001,,1949,,,,
18,,,,1949,0.865234375,-0.843549907207489,,
,0.0001,0.0001,,1999,,,,
18,,,,1999,0.87109375,-0.8518354892730713,,
18,,,7.215223789215088,1999,,,,
