epoch,lr-FloraAdamDecreasingRanks/pg1,lr-FloraAdamDecreasingRanks/pg2,mean_optimizer_step_time_ms,step,train_acc,train_loss,val_acc,val_loss
,0.001,0.001,,49,,,,
0,,,,49,0.69140625,-0.5779787302017212,,
,0.001,0.001,,99,,,,
0,,,,99,0.7421875,-0.6955254673957825,,
0,,,,107,,,0.7300000190734863,-0.671619176864624
0,,,8.240532875061035,107,,,,
,0.001,0.001,,149,,,,
1,,,,149,0.7265625,-0.689848005771637,,
,0.001,0.001,,199,,,,
1,,,,199,0.748046875,-0.7193506360054016,,
1,,,,215,,,0.7472000122070312,-0.7224794626235962
1,,,6.7551188468933105,215,,,,
,0.001,0.001,,249,,,,
2,,,,249,0.732421875,-0.710468590259552,,
,0.001,0.001,,299,,,,
2,,,,299,0.740234375,-0.7262811660766602,,
2,,,,323,,,0.7509999871253967,-0.7353541851043701
2,,,10.997420310974121,323,,,,
,0.001,0.001,,349,,,,
3,,,,349,0.7265625,-0.7155764102935791,,
,0.001,0.001,,399,,,,
3,,,,399,0.736328125,-0.7250109314918518,,
3,,,,431,,,0.756600022315979,-0.7432119846343994
3,,,5.358119010925293,431,,,,
,0.001,0.001,,449,,,,
4,,,,449,0.787109375,-0.77275550365448,,
,0.001,0.001,,499,,,,
4,,,,499,0.759765625,-0.7509140968322754,,
4,,,,539,,,0.7577999830245972,-0.7479681372642517
4,,,7.394854545593262,539,,,,
,0.001,0.001,,549,,,,
5,,,,549,0.76171875,-0.7518425583839417,,
,0.001,0.001,,599,,,,
5,,,,599,0.75390625,-0.7406086921691895,,
5,,,,647,,,0.7605999708175659,-0.7508419156074524
5,,,7.604374408721924,647,,,,
,0.001,0.001,,649,,,,
6,,,,649,0.775390625,-0.7705574035644531,,
,0.001,0.001,,699,,,,
6,,,,699,0.830078125,-0.8006361722946167,,
,0.001,0.001,,749,,,,
6,,,,749,0.849609375,-0.8212261199951172,,
6,,,,755,,,0.8353999853134155,-0.8167111873626709
6,,,9.440139770507812,755,,,,
,0.001,0.001,,799,,,,
7,,,,799,0.830078125,-0.8207409977912903,,
,0.001,0.001,,849,,,,
7,,,,849,0.8203125,-0.8030996322631836,,
7,,,,863,,,0.8396000266075134,-0.8254821300506592
7,,,7.584956645965576,863,,,,
,0.001,0.001,,899,,,,
8,,,,899,0.833984375,-0.822228729724884,,
,0.001,0.001,,949,,,,
8,,,,949,0.828125,-0.8132352232933044,,
8,,,,971,,,0.842199981212616,-0.8302690386772156
8,,,8.183857917785645,971,,,,
,0.001,0.001,,999,,,,
9,,,,999,0.8515625,-0.8369112014770508,,
,0.001,0.001,,1049,,,,
9,,,,1049,0.83984375,-0.8262732028961182,,
9,,,,1079,,,0.8452000021934509,-0.8323050737380981
9,,,7.990252494812012,1079,,,,
,0.001,0.001,,1099,,,,
10,,,,1099,0.857421875,-0.8480705618858337,,
,0.001,0.001,,1149,,,,
10,,,,1149,0.90625,-0.8871206045150757,,
10,,,,1187,,,0.9265999794006348,-0.9073010683059692
10,,,8.687395095825195,1187,,,,
,0.001,0.001,,1199,,,,
11,,,,1199,0.939453125,-0.925186812877655,,
,0.001,0.001,,1249,,,,
11,,,,1249,0.923828125,-0.9053048491477966,,
11,,,,1295,,,0.9305999875068665,-0.9145894646644592
11,,,8.978364944458008,1295,,,,
,0.001,0.001,,1299,,,,
12,,,,1299,0.935546875,-0.9224753379821777,,
,0.001,0.001,,1349,,,,
12,,,,1349,0.935546875,-0.9193429350852966,,
,0.001,0.001,,1399,,,,
12,,,,1399,0.943359375,-0.9267563819885254,,
12,,,,1403,,,0.9258000254631042,-0.9085626006126404
12,,,8.447287559509277,1403,,,,
,0.001,0.001,,1449,,,,
13,,,,1449,0.92578125,-0.9114376306533813,,
,0.001,0.001,,1499,,,,
13,,,,1499,0.92578125,-0.9142050743103027,,
13,,,,1511,,,0.925000011920929,-0.9067396521568298
13,,,3.445417642593384,1511,,,,
,0.001,0.001,,1549,,,,
14,,,,1549,0.943359375,-0.9290518164634705,,
,0.001,0.001,,1599,,,,
14,,,,1599,0.93359375,-0.9181733131408691,,
14,,,,1619,,,0.9314000010490417,-0.916787326335907
14,,,8.850503921508789,1619,,,,
,0.001,0.001,,1649,,,,
15,,,,1649,0.9375,-0.9244339466094971,,
,0.001,0.001,,1699,,,,
15,,,,1699,0.943359375,-0.931409478187561,,
15,,,,1727,,,0.9294000267982483,-0.9143509864807129
15,,,7.477856159210205,1727,,,,
,0.001,0.001,,1749,,,,
16,,,,1749,0.947265625,-0.9389349818229675,,
,0.001,0.001,,1799,,,,
16,,,,1799,0.943359375,-0.934424877166748,,
16,,,,1835,,,0.9332000017166138,-0.9212120175361633
16,,,6.0685343742370605,1835,,,,
,0.001,0.001,,1849,,,,
17,,,,1849,0.93359375,-0.9261063933372498,,
,0.001,0.001,,1899,,,,
17,,,,1899,0.93359375,-0.9215719699859619,,
17,,,,1943,,,0.9290000200271606,-0.9179465770721436
17,,,8.600605010986328,1943,,,,
,0.001,0.001,,1949,,,,
18,,,,1949,0.9296875,-0.9232010841369629,,
,0.001,0.001,,1999,,,,
18,,,,1999,0.9453125,-0.9328944087028503,,
18,,,8.791142463684082,1999,,,,
