epoch,lr-CustomAdam/pg1,lr-CustomAdam/pg2,mean_optimizer_step_time_ms,step,train_acc,train_loss,val_acc,val_loss
,0.005,0.005,,49,,,,
0,,,,49,0.837890625,-0.8290505409240723,,
,0.005,0.005,,99,,,,
0,,,,99,0.912109375,-0.9053141474723816,,
0,,,,107,,,0.920799970626831,-0.9083884954452515
0,,,5.8760552406311035,107,,,,
,0.005,0.005,,149,,,,
1,,,,149,0.947265625,-0.9365050792694092,,
,0.005,0.005,,199,,,,
1,,,,199,0.939453125,-0.9298807978630066,,
1,,,,215,,,0.9459999799728394,-0.9358945488929749
1,,,4.589947700500488,215,,,,
,0.005,0.005,,249,,,,
2,,,,249,0.9609375,-0.9509705305099487,,
,0.005,0.005,,299,,,,
2,,,,299,0.95703125,-0.9540644288063049,,
2,,,,323,,,0.9562000036239624,-0.9458554983139038
2,,,5.838231086730957,323,,,,
,0.005,0.005,,349,,,,
3,,,,349,0.970703125,-0.9609321355819702,,
,0.005,0.005,,399,,,,
3,,,,399,0.966796875,-0.9603923559188843,,
3,,,,431,,,0.9624000191688538,-0.9550527334213257
3,,,7.212643623352051,431,,,,
,0.005,0.005,,449,,,,
4,,,,449,0.96484375,-0.9577286243438721,,
,0.005,0.005,,499,,,,
4,,,,499,0.9609375,-0.95405513048172,,
4,,,,539,,,0.9631999731063843,-0.9566164016723633
4,,,6.3281569480896,539,,,,
,0.005,0.005,,549,,,,
5,,,,549,0.986328125,-0.9817461967468262,,
,0.005,0.005,,599,,,,
5,,,,599,0.970703125,-0.9682904481887817,,
5,,,,647,,,0.967199981212616,-0.9610660076141357
5,,,4.193065643310547,647,,,,
,0.005,0.005,,649,,,,
6,,,,649,0.984375,-0.9771506786346436,,
,0.005,0.005,,699,,,,
6,,,,699,0.982421875,-0.9754880666732788,,
,0.005,0.005,,749,,,,
6,,,,749,0.974609375,-0.9680209159851074,,
6,,,,755,,,0.9693999886512756,-0.9633672833442688
6,,,4.822175979614258,755,,,,
,0.005,0.005,,799,,,,
7,,,,799,0.986328125,-0.9796099066734314,,
,0.005,0.005,,849,,,,
7,,,,849,0.990234375,-0.9863890409469604,,
7,,,,863,,,0.9721999764442444,-0.9660898447036743
7,,,4.358391284942627,863,,,,
,0.005,0.005,,899,,,,
8,,,,899,0.994140625,-0.9917622804641724,,
,0.005,0.005,,949,,,,
8,,,,949,0.990234375,-0.9847139120101929,,
8,,,,971,,,0.9706000089645386,-0.9658955931663513
8,,,5.12201452255249,971,,,,
,0.005,0.005,,999,,,,
9,,,,999,0.990234375,-0.9860560297966003,,
,0.005,0.005,,1049,,,,
9,,,,1049,0.9921875,-0.988420844078064,,
9,,,,1079,,,0.9718000292778015,-0.9669579267501831
9,,,5.761864185333252,1079,,,,
,0.005,0.005,,1099,,,,
10,,,,1099,0.9921875,-0.9895371198654175,,
,0.005,0.005,,1149,,,,
10,,,,1149,0.9921875,-0.9889917969703674,,
10,,,,1187,,,0.972599983215332,-0.9679791927337646
10,,,6.791816711425781,1187,,,,
,0.005,0.005,,1199,,,,
11,,,,1199,0.9921875,-0.9903612732887268,,
,0.005,0.005,,1249,,,,
11,,,,1249,0.9921875,-0.9913029074668884,,
11,,,,1295,,,0.9703999757766724,-0.9666061401367188
11,,,6.642686367034912,1295,,,,
,0.005,0.005,,1299,,,,
12,,,,1299,0.9921875,-0.9901314973831177,,
,0.005,0.005,,1349,,,,
12,,,,1349,0.986328125,-0.9836888313293457,,
,0.005,0.005,,1399,,,,
12,,,,1399,0.982421875,-0.9804103970527649,,
12,,,,1403,,,0.9724000096321106,-0.9694622159004211
12,,,5.4818291664123535,1403,,,,
,0.005,0.005,,1449,,,,
13,,,,1449,0.9921875,-0.9889928102493286,,
,0.005,0.005,,1499,,,,
13,,,,1499,0.990234375,-0.9881731867790222,,
13,,,,1511,,,0.9703999757766724,-0.9680230617523193
13,,,6.1229095458984375,1511,,,,
,0.005,0.005,,1549,,,,
14,,,,1549,0.98828125,-0.9872962236404419,,
,0.005,0.005,,1599,,,,
14,,,,1599,0.994140625,-0.9918482303619385,,
14,,,,1619,,,0.9735999703407288,-0.9705824255943298
14,,,5.803092956542969,1619,,,,
,0.005,0.005,,1649,,,,
15,,,,1649,0.994140625,-0.9910345673561096,,
,0.005,0.005,,1699,,,,
15,,,,1699,0.990234375,-0.9896292686462402,,
15,,,,1727,,,0.9729999899864197,-0.969940721988678
15,,,4.324321746826172,1727,,,,
,0.005,0.005,,1749,,,,
16,,,,1749,0.998046875,-0.9959732294082642,,
,0.005,0.005,,1799,,,,
16,,,,1799,0.99609375,-0.9951210021972656,,
16,,,,1835,,,0.9732000231742859,-0.9705947041511536
16,,,7.651162147521973,1835,,,,
,0.005,0.005,,1849,,,,
17,,,,1849,0.99609375,-0.9948673248291016,,
,0.005,0.005,,1899,,,,
17,,,,1899,0.994140625,-0.9932740926742554,,
17,,,,1943,,,0.9750000238418579,-0.9718948006629944
17,,,5.593764781951904,1943,,,,
,0.005,0.005,,1949,,,,
18,,,,1949,1.0,-0.9985760450363159,,
,0.005,0.005,,1999,,,,
18,,,,1999,0.9921875,-0.9917191863059998,,
18,,,7.1508708000183105,1999,,,,
